,A,B,C
837,0,3,2
838,0,3,2
839,1,1,1
840,0,2,3
841,1,1,0
842,1,1,1
843,1,0,2
844,1,1,2
845,1,1,0
846,1,0,1
847,1,2,2
848,1,0,2
849,0,2,2
850,1,0,0
851,1,1,1
852,0,3,2
853,0,2,3
854,1,1,3
855,0,3,2
856,1,1,1
857,1,0,0
858,1,1,1
859,1,1,3
860,1,1,1
861,1,1,1
862,1,1,1
863,0,3,3
864,0,3,3
865,1,0,2
866,1,1,0
867,1,0,0
868,0,3,3
869,1,1,1
870,0,2,3
871,1,1,1
872,0,3,3
873,0,3,3
874,1,1,2
875,0,3,3
876,1,1,0
877,0,3,3
878,1,0,3
879,1,0,2
880,0,3,3
881,1,1,0
882,0,3,3
883,1,0,2
884,1,1,1
885,1,0,0
886,1,1,1
887,0,2,3
888,1,1,3
889,0,3,3
890,1,1,2
891,1,1,1
892,1,1,1
893,0,3,3
894,1,1,3
895,1,2,3
896,1,0,1
897,0,2,3
898,1,0,1
899,1,1,2
900,1,0,0
901,1,0,2
902,1,1,2
903,1,1,1
904,1,0,0
905,1,1,2
906,0,3,3
907,0,3,2
908,1,2,1
909,1,0,0
910,0,3,2
911,1,0,1
912,1,1,1
913,1,0,2
914,1,1,1
915,0,3,3
916,0,3,2
917,0,3,2
918,1,1,1
919,1,1,2
920,1,1,0
921,0,3,2
922,1,2,3
923,1,1,1
924,1,2,3
925,0,2,2
926,1,0,0
927,0,3,2
928,1,1,3
929,0,2,2
930,1,0,2
931,0,2,1
932,0,3,3
933,0,3,3
934,1,0,0
935,0,2,3
936,0,2,3
937,1,0,1
938,0,3,1
939,1,0,3
940,1,0,2
941,1,0,0
942,1,0,1
943,1,0,0
944,1,0,0
945,1,0,0
946,1,0,3
947,0,3,2
948,1,0,1
949,0,3,2
950,0,2,3
951,1,0,1
952,1,1,0
953,1,2,2
954,1,1,0
955,1,1,0
956,0,3,3
957,1,0,1
958,1,0,0
959,0,3,3
960,0,3,2
961,1,0,2
962,1,0,0
963,0,3,3
964,1,1,1
965,0,3,3
966,1,1,1
967,1,0,1
968,1,1,1
969,1,1,0
970,1,0,1
971,1,1,0
972,1,1,2
973,0,3,3
974,1,1,0
975,0,3,3
976,0,2,2
977,1,1,3
978,0,3,2
979,0,3,2
980,0,3,3
981,1,1,0
982,1,0,3
983,1,0,0
984,1,0,1
985,1,0,3
986,1,1,2
987,1,0,3
988,1,0,0
989,1,0,2
990,1,1,2
991,1,0,2
992,0,2,2
993,1,0,0
994,1,1,3
995,1,0,0
996,1,0,0
997,0,3,3
998,0,3,2
999,1,1,3
1000,0,3,3
1001,0,3,2
1002,1,1,0
1003,0,3,3
1004,1,1,3
1005,1,0,0
1006,1,0,2
1007,1,0,0
1008,1,0,0
1009,1,0,0
1010,1,1,3
1011,1,1,3
1012,1,0,0
1013,1,0,3
1014,1,1,3
1015,1,1,2
1016,1,0,1
1017,0,2,3
1018,1,0,2
1019,0,3,3
1020,1,0,3
1021,0,3,3
1022,0,3,3
1023,0,3,2
1024,1,0,0
1025,1,0,2
1026,1,2,3
1027,1,1,0
1028,0,2,3
1029,1,0,2
1030,0,3,2
1031,0,3,2
1032,1,1,1
1033,1,1,1
1034,1,0,1
1035,1,1,1
1036,0,3,2
1037,0,3,3
1038,1,0,0
1039,1,1,0
1040,1,1,1
1041,1,1,2
1042,1,1,0
1043,1,1,2
1044,1,0,0
1045,1,1,0
1046,1,1,0
1047,0,3,3
1048,1,0,2
1049,0,3,2
1050,1,1,3
1051,1,0,1
1052,1,1,1
1053,1,1,2
1054,1,1,1
1055,1,1,2
1056,1,0,2
1057,0,2,3
1058,1,0,2
1059,1,0,3
1060,1,1,0
1061,0,3,2
1062,1,1,1
1063,1,1,1
1064,0,2,3
1065,1,0,2
1066,1,2,2
1067,1,0,2
1068,0,3,2
1069,0,2,2
1070,0,3,2
1071,1,0,2
1072,1,1,1
1073,1,1,3
1074,0,3,2
1075,1,0,2
1076,1,0,3
1077,0,2,2
1078,0,2,2
1079,1,1,0
1080,1,0,0
1081,1,0,0
1082,0,2,3
1083,0,3,2
1084,0,3,3
1085,1,1,2
1086,1,1,0
1087,1,0,0
1088,0,2,3
1089,1,1,3
1090,1,0,1
1091,0,2,1
1092,0,3,2
1093,0,3,3
1094,1,1,1
1095,1,1,2
1096,1,0,0
1097,0,3,2
1098,0,3,3
1099,1,1,3
1100,0,2,1
1101,0,3,3
1102,1,0,0
1103,1,1,2
1104,1,0,1
1105,0,3,3
1106,1,0,0
1107,1,1,3
1108,0,3,2
1109,0,3,3
1110,1,1,2
1111,1,1,3
1112,0,3,3
1113,0,3,2
1114,1,0,0
1115,1,0,1
1116,0,3,3
1117,0,3,2
1118,1,0,1
1119,1,0,0
1120,0,3,2
1121,1,0,0
1122,1,0,2
1123,1,0,0
1124,0,2,2
1125,0,3,3
1126,0,2,2
1127,1,0,2
1128,0,3,3
1129,0,3,2
1130,1,0,1
1131,1,0,1
1132,1,1,2
1133,1,0,3
1134,1,0,2
1135,1,0,0
1136,1,0,0
1137,1,0,1
1138,1,0,1
1139,0,3,3
1140,0,3,3
1141,0,3,2
1142,1,1,3
1143,1,1,1
1144,0,3,3
1145,1,0,0
1146,0,3,3
1147,0,2,2
1148,1,1,0
1149,1,1,2
1150,1,0,2
1151,1,0,2
1152,0,3,3
1153,1,1,3
1154,0,3,1
1155,1,0,0
1156,1,1,0
1157,0,3,2
1158,1,1,0
1159,1,0,3
1160,1,1,3
1161,1,0,0
1162,1,1,2
1163,0,2,2
1164,0,3,2
1165,1,1,2
1166,1,1,3
1167,0,2,2
1168,0,2,2
1169,0,2,2
1170,0,2,2
1171,1,0,0
1172,1,0,3
1173,1,1,1
1174,1,1,2
1175,1,1,0
1176,0,3,3
1177,1,0,1
1178,0,2,1
1179,0,3,3
1180,0,3,2
1181,0,2,1
1182,1,1,3
1183,1,0,2
1184,0,3,1
1185,1,2,2
1186,0,3,3
1187,0,2,2
1188,1,1,3
1189,1,1,2
1190,1,1,1
1191,1,1,1
1192,0,3,3
1193,1,1,1
1194,1,1,0
1195,1,0,3
1196,1,0,3
1197,1,1,0
1198,0,3,2
1199,1,1,0
1200,0,3,3
1201,1,1,0
1202,0,2,3
1203,0,3,3
1204,1,1,1
1205,1,1,1
1206,1,1,0
1207,1,1,1
1208,1,0,2
1209,0,2,3
1210,1,1,0
1211,1,1,1
1212,1,1,1
1213,1,2,2
1214,1,0,2
1215,0,2,3
1216,1,1,3
1217,1,1,1
1218,0,3,3
1219,1,1,1
1220,1,0,2
1221,0,3,1
1222,0,2,1
1223,1,1,2
1224,1,0,2
1225,1,1,1
1226,1,0,1
1227,1,0,1
1228,1,0,2
1229,1,0,1
1230,0,3,2
1231,0,2,1
1232,0,3,3
1233,1,1,1
1234,0,3,2
1235,1,1,2
1236,1,0,2
1237,1,0,3
1238,0,2,2
1239,0,2,1
1240,0,3,2
1241,1,1,1
1242,1,0,1
1243,1,1,2
1244,0,3,2
1245,1,1,0
1246,1,1,1
1247,0,2,3
1248,0,3,3
1249,1,0,2
1250,1,0,0
1251,0,2,3
1252,1,1,2
1253,1,1,3
1254,1,1,1
1255,1,1,2
1256,0,2,2
1257,1,0,3
1258,1,1,2
1259,1,1,0
1260,1,0,1
1261,1,1,3
1262,0,3,2
1263,1,1,1
1264,1,1,3
1265,1,0,0
1266,0,2,3
1267,1,1,2
1268,0,3,3
1269,0,3,3
1270,1,1,1
1271,0,3,3
1272,1,0,0
1273,1,1,1
1274,1,0,2
1275,1,0,1
1276,1,1,1
1277,0,2,1
1278,1,0,0
1279,1,0,3
1280,1,0,2
1281,0,3,3
1282,0,2,1
1283,1,0,0
1284,1,1,0
1285,0,2,3
1286,1,1,3
1287,0,2,3
1288,1,1,2
1289,1,1,1
1290,1,0,1
1291,1,1,2
1292,1,0,2
1293,1,0,1
1294,1,0,0
1295,1,0,2
1296,0,3,3
1297,0,3,3
1298,0,2,1
1299,0,2,1
1300,1,1,1
1301,0,2,2
1302,1,1,1
1303,1,0,0
1304,1,0,0
1305,1,0,0
1306,1,0,0
1307,1,1,2
1308,1,0,2
1309,0,3,2
1310,1,1,3
1311,1,1,2
1312,1,0,2
1313,0,3,2
1314,0,3,2
1315,1,1,1
1316,0,2,2
1317,1,0,3
1318,1,1,3
1319,0,3,2
1320,1,0,0
1321,1,0,0
1322,1,1,1
1323,1,1,2
1324,0,3,3
1325,0,3,2
1326,0,3,3
1327,0,2,2
1328,0,3,3
1329,0,2,2
1330,0,2,2
1331,1,1,3
1332,1,0,0
1333,0,2,1
1334,1,0,0
1335,1,0,2
1336,0,3,2
1337,0,2,3
1338,1,1,1
1339,0,2,3
1340,1,1,0
1341,1,1,1
1342,1,0,2
1343,0,3,3
1344,0,3,3
1345,0,3,1
1346,1,0,0
1347,0,3,3
1348,1,0,3
1349,1,1,1
1350,0,3,2
1351,1,1,1
1352,1,0,0
1353,1,1,1
1354,1,1,2
1355,1,1,1
1356,1,0,1
1357,0,2,1
1358,1,0,1
1359,1,0,0
1360,0,3,3
1361,0,3,1
1362,1,1,2
1363,0,3,2
1364,1,0,2
1365,1,1,1
1366,1,1,1
1367,0,3,3
1368,0,2,2
1369,1,0,1
1370,1,1,0
1371,1,0,3
1372,1,1,2
1373,0,2,1
1374,0,3,2
1375,0,3,3
1376,1,0,1
1377,1,0,3
1378,1,0,1
1379,1,0,0
1380,0,3,2
1381,1,1,0
1382,0,3,2
1383,0,2,3
1384,1,0,3
1385,1,1,1
1386,1,1,1
1387,0,3,2
1388,1,1,3
1389,0,2,2
1390,0,3,2
1391,0,3,1
1392,1,0,0
1393,1,0,0
1394,1,0,0
1395,1,0,0
1396,1,0,3
1397,1,0,0
1398,0,2,2
1399,1,1,3
1400,1,0,3
1401,1,0,0
1402,0,3,1
1403,1,1,0
1404,0,2,3
1405,0,2,2
1406,1,1,1
1407,0,3,3
1408,1,1,3
1409,1,0,1
1410,1,0,0
1411,1,1,1
1412,0,2,3
1413,0,3,2
1414,0,2,1
1415,0,2,3
1416,1,0,3
1417,0,3,2
1418,0,3,1
1419,1,1,2
1420,0,3,2
1421,1,0,3
1422,0,2,2
1423,1,0,0
1424,0,3,2
1425,1,1,1
1426,0,2,3
1427,1,1,1
1428,1,1,2
1429,1,0,2
1430,0,2,3
1431,1,0,1
1432,1,1,2
1433,0,2,1
1434,1,0,0
1435,0,2,2
1436,1,0,1
1437,1,0,1
1438,1,1,1
1439,0,2,2
1440,1,0,0
1441,0,3,3
1442,0,3,3
1443,0,3,2
1444,1,0,0
1445,0,3,2
1446,1,1,3
1447,0,2,3
1448,1,1,2
1449,0,3,3
1450,1,1,0
1451,1,1,1
1452,1,1,3
1453,1,0,3
1454,0,2,3
1455,1,0,2
1456,0,2,3
1457,1,1,1
1458,1,1,3
1459,1,1,0
1460,1,1,2
1461,1,2,2
1462,1,0,3
1463,0,2,1
1464,0,2,3
1465,1,1,2
1466,1,1,1
1467,1,0,3
1468,1,1,3
1469,0,3,2
1470,1,2,2
1471,0,2,2
1472,0,3,3
1473,0,2,3
1474,1,0,1
1475,0,3,2
1476,1,1,0
1477,0,3,3
1478,0,3,3
1479,1,1,3
1480,1,0,2
1481,1,1,2
1482,0,2,1
1483,1,1,3
1484,0,3,3
1485,1,1,1
1486,0,2,1
1487,1,1,2
1488,0,3,3
1489,1,1,3
1490,1,1,2
1491,1,1,0
1492,1,1,3
1493,0,2,2
1494,0,3,3
1495,0,2,2
1496,0,3,3
1497,0,3,3
1498,1,1,1
1499,1,0,0
1500,1,1,3
1501,1,0,3
1502,0,3,3
1503,1,1,1
1504,1,1,2
1505,1,0,0
1506,0,3,1
1507,0,2,3
1508,1,0,1
1509,0,3,3
1510,0,2,3
1511,1,0,2
1512,1,0,1
1513,1,0,0
1514,1,0,0
1515,0,2,2
1516,1,0,3
1517,0,2,3
1518,1,1,0
1519,0,2,3
1520,0,2,3
1521,1,0,2
1522,1,1,2
1523,1,0,2
1524,1,0,2
1525,1,1,2
1526,0,2,1
1527,0,3,3
1528,0,3,3
1529,0,3,3
1530,1,0,1
1531,1,1,2
1532,0,3,2
1533,1,1,2
1534,0,3,1
1535,1,1,0
1536,1,1,0
1537,1,0,1
1538,1,1,2
1539,1,0,3
1540,1,0,0
1541,1,0,0
1542,1,0,1
1543,1,0,1
1544,1,1,1
1545,1,0,0
1546,1,0,3
1547,0,3,2
1548,1,1,2
1549,1,1,1
1550,0,2,1
1551,1,0,2
1552,1,0,1
1553,1,1,2
1554,0,2,2
1555,0,2,3
1556,0,2,1
1557,1,1,1
1558,1,1,1
1559,1,2,3
1560,0,3,3
1561,1,0,1
1562,0,3,2
1563,0,3,3
1564,1,0,2
1565,0,2,3
1566,1,0,1
1567,1,1,3
1568,1,1,2
1569,1,0,0
1570,1,1,2
1571,1,1,1
1572,0,3,2
1573,0,3,3
1574,1,0,3
1575,1,1,1
1576,0,2,2
1577,1,1,1
1578,1,1,3
1579,1,0,2
1580,0,3,2
1581,1,0,3
1582,1,1,1
1583,1,0,0
1584,1,1,1
1585,0,3,3
1586,0,3,1
1587,0,3,2
1588,1,1,1
1589,0,3,3
1590,0,3,2
1591,0,3,2
1592,0,3,3
1593,0,2,2
1594,0,3,1
1595,0,3,3
1596,1,0,3
1597,1,1,0
1598,1,0,0
1599,1,1,2
1600,1,1,0
1601,1,0,1
1602,0,3,3
1603,1,1,0
1604,0,2,2
1605,1,1,1
1606,0,2,2
1607,1,0,0
1608,0,3,1
1609,0,2,1
1610,1,1,1
1611,1,1,1
1612,1,0,1
1613,0,3,2
1614,1,2,1
1615,0,3,2
1616,1,1,1
1617,1,1,0
1618,1,1,1
1619,1,1,2
1620,1,0,0
1621,1,1,2
1622,1,1,0
1623,0,2,2
1624,1,0,1
1625,1,0,0
1626,0,3,2
1627,0,3,2
1628,1,1,1
1629,0,3,3
1630,1,1,1
1631,0,2,2
1632,0,3,2
1633,1,0,0
1634,0,3,1
1635,0,3,2
1636,0,2,2
1637,1,1,0
1638,0,2,1
1639,1,0,1
1640,1,1,1
1641,1,0,1
1642,1,1,1
1643,1,1,0
1644,0,3,3
1645,0,3,2
1646,1,1,2
1647,1,0,2
1648,0,2,2
1649,1,0,0
1650,1,1,1
1651,0,2,3
1652,0,2,3
1653,1,1,0
1654,1,0,0
1655,1,1,0
1656,1,1,1
1657,0,2,2
1658,0,2,2
1659,1,0,1
1660,0,3,3
1661,1,0,0
1662,1,0,0
1663,1,1,1
1664,1,0,1
