,A,B,C
273,1,0,1
274,1,0,1
275,0,3,3
276,1,0,1
277,1,1,0
278,1,0,0
279,0,2,2
280,0,2,1
281,1,1,1
282,1,1,2
283,1,0,2
284,1,1,1
285,0,3,3
286,1,0,0
287,1,0,2
288,0,2,2
289,1,1,1
290,1,0,0
291,0,3,2
292,0,3,3
293,0,3,3
294,0,2,2
295,1,1,2
296,0,3,2
297,0,3,1
298,1,0,3
299,1,1,2
300,0,3,2
301,0,2,2
302,0,3,3
303,0,3,3
304,1,0,0
305,1,1,3
306,1,0,3
307,1,2,2
308,0,3,3
309,0,3,3
310,1,0,2
311,1,1,1
312,0,3,2
313,0,3,2
314,0,2,3
315,1,1,3
316,0,3,2
317,1,0,3
318,0,2,3
319,1,1,3
320,1,1,2
321,1,0,2
322,1,1,2
323,1,0,0
324,0,3,3
325,1,1,1
326,0,2,2
327,1,1,1
328,1,1,0
329,0,3,3
330,1,0,3
331,1,1,1
332,0,3,2
333,0,2,2
334,1,0,0
335,1,1,2
336,1,0,0
337,1,1,2
338,1,1,1
339,0,2,1
340,0,2,2
341,1,1,2
342,1,1,0
343,1,0,2
344,1,1,2
345,0,2,3
346,1,0,3
347,0,2,2
348,0,3,2
349,1,1,2
350,0,3,2
351,1,1,1
352,1,1,3
353,1,0,1
354,1,1,3
355,1,1,1
356,1,1,0
357,1,0,0
358,1,1,1
359,0,3,2
360,0,2,2
361,1,1,2
362,1,1,1
363,0,2,2
364,1,1,2
365,0,3,3
366,1,0,2
367,1,0,1
368,0,2,2
369,0,2,2
370,1,1,1
371,0,2,2
372,1,0,0
373,0,3,3
374,1,0,2
375,1,0,1
376,0,3,3
377,1,1,0
378,0,3,2
379,1,0,1
380,1,0,1
381,0,3,3
382,1,0,3
383,1,0,3
384,1,1,1
385,1,0,0
386,0,3,2
387,1,1,2
388,1,0,0
389,0,2,2
390,1,1,2
391,1,0,2
392,1,1,2
393,0,2,1
394,0,2,1
395,0,3,3
396,1,1,3
397,0,2,3
398,0,2,1
399,0,3,2
400,0,3,2
401,0,2,0
402,1,0,3
403,1,1,1
404,0,3,2
405,1,0,0
406,1,0,1
407,1,0,3
408,0,2,2
409,0,2,2
410,1,1,3
411,1,1,2
412,1,1,2
413,1,0,0
414,0,3,3
415,1,1,2
416,0,3,3
417,1,1,3
418,1,0,0
419,0,3,2
420,1,1,1
421,1,0,1
422,1,0,2
423,1,1,2
424,1,1,1
425,1,0,3
426,1,0,0
427,0,3,2
428,1,1,2
429,1,0,0
430,0,2,3
431,1,1,2
432,1,0,0
433,0,3,2
434,1,1,3
435,1,1,0
436,0,2,2
437,1,1,3
438,1,1,0
439,1,1,2
440,1,1,2
441,1,1,3
442,1,1,3
443,1,0,0
444,0,3,2
445,0,2,3
446,1,1,2
447,1,1,0
448,1,0,0
449,0,2,3
450,1,0,1
451,1,1,3
452,0,3,1
453,0,3,2
454,1,1,2
455,0,3,2
456,1,1,2
457,1,1,3
458,0,3,2
459,0,3,2
460,1,0,0
461,1,1,0
462,0,2,3
463,1,0,0
464,1,0,3
465,1,0,2
466,0,3,3
467,1,1,2
468,1,1,2
469,1,0,3
470,1,0,3
471,0,3,2
472,1,1,0
473,0,3,3
474,0,2,3
475,0,3,3
476,1,0,3
477,0,3,2
478,0,3,3
479,1,1,2
480,1,0,0
481,1,1,2
482,1,1,1
483,0,3,3
484,0,3,3
485,1,0,2
486,0,3,1
487,1,0,3
488,0,3,2
489,0,3,3
490,1,1,1
491,1,0,1
492,0,3,2
493,1,1,0
494,1,0,3
495,1,0,0
496,0,3,2
497,1,0,2
498,0,3,3
499,0,3,2
500,0,2,2
501,0,3,3
502,1,0,3
503,0,3,3
504,0,3,2
505,1,0,1
506,1,1,1
507,0,3,3
508,1,1,3
509,0,2,1
510,0,3,1
511,1,0,0
512,1,1,2
513,0,3,2
514,0,3,2
515,0,3,2
516,0,3,3
517,1,1,3
518,1,0,0
519,0,3,3
520,1,0,2
521,0,2,1
522,1,1,2
523,1,1,1
524,0,3,3
525,0,3,2
526,0,3,2
527,1,0,0
528,0,2,2
529,1,1,1
530,0,3,3
531,0,2,2
532,0,3,3
533,0,2,2
534,1,1,0
535,1,1,3
536,1,0,1
537,1,1,3
538,0,2,3
539,1,1,1
540,0,3,3
541,0,3,3
542,0,2,3
543,1,0,2
544,1,0,0
545,1,0,2
546,1,1,3
547,1,0,3
548,1,1,2
549,0,2,3
550,0,2,2
551,1,0,1
552,1,0,1
553,1,0,2
554,0,2,2
555,0,3,3
556,1,0,2
557,1,0,1
558,0,3,2
559,1,1,1
560,0,2,2
561,1,1,1
562,0,2,1
563,0,3,3
564,0,3,3
565,1,1,0
566,1,0,3
567,1,0,3
568,1,0,1
569,0,3,3
570,1,1,0
571,1,1,2
572,0,2,2
573,1,1,2
574,1,1,0
575,1,1,2
576,1,1,1
577,1,0,0
578,1,0,1
579,0,2,2
580,1,1,1
581,1,0,0
582,0,3,3
583,0,3,2
584,1,0,0
585,0,3,3
586,1,1,3
587,1,0,1
588,1,0,3
589,1,1,3
590,0,2,3
591,0,3,2
592,0,3,2
593,1,1,1
594,1,1,2
595,1,0,3
596,1,0,1
597,1,0,0
598,0,2,2
599,0,3,3
600,1,0,0
601,0,3,3
602,0,2,2
603,1,0,1
604,1,1,1
605,1,1,1
606,0,2,1
607,1,1,0
608,1,1,3
609,1,0,1
610,1,1,3
611,1,1,1
612,0,3,2
613,0,2,3
614,0,2,3
615,1,1,2
616,1,0,3
617,1,1,0
618,1,0,0
619,0,3,3
620,1,0,0
621,0,3,3
622,0,3,3
623,1,0,2
624,0,3,3
625,1,0,0
626,1,0,3
627,1,0,0
628,0,2,2
629,1,0,3
630,1,0,1
631,0,2,3
632,1,0,0
633,1,0,3
634,1,0,1
635,1,0,0
636,0,2,2
637,1,1,0
638,0,3,3
639,0,3,3
640,1,0,1
641,0,3,3
642,1,1,0
643,0,2,2
644,0,3,2
645,1,0,0
646,1,0,3
647,1,1,2
648,0,3,3
649,0,3,2
650,1,0,3
651,1,2,3
652,1,1,2
653,1,0,3
654,0,2,2
655,1,1,1
656,0,3,3
657,0,3,3
658,0,3,2
659,1,1,1
660,1,1,3
661,1,0,0
662,1,1,1
663,1,0,2
664,1,1,0
665,1,0,0
666,1,1,1
667,0,3,3
668,1,1,0
669,1,0,2
670,1,0,3
671,1,0,2
672,0,3,3
673,1,0,3
674,1,1,2
675,0,3,2
676,0,3,3
677,0,3,3
678,1,0,2
679,1,1,2
680,1,0,0
681,1,1,2
682,1,1,1
683,0,2,2
684,0,3,3
685,1,0,2
686,1,1,2
687,1,0,2
688,0,3,2
689,1,1,3
690,1,1,0
691,1,0,1
692,1,1,0
693,0,3,3
694,1,1,2
695,1,0,0
696,0,3,2
697,0,3,2
698,1,0,2
699,1,0,2
700,0,2,3
701,1,1,1
702,1,0,1
703,1,1,0
704,1,1,2
705,0,2,3
706,1,1,1
707,0,3,3
708,0,2,2
709,0,3,3
710,1,1,2
711,0,3,3
712,1,0,0
713,0,3,2
714,1,0,1
715,1,1,3
716,1,0,1
717,1,0,2
718,1,2,1
719,1,1,2
720,0,2,2
721,1,0,1
722,1,1,0
723,1,0,1
724,1,0,3
725,1,1,1
726,1,0,3
727,1,0,0
728,0,2,2
729,0,3,3
730,0,3,3
731,0,3,2
732,1,1,3
733,1,1,3
734,1,0,0
735,0,2,2
736,0,3,2
737,0,3,2
738,0,3,3
739,0,3,2
740,0,3,2
741,1,1,1
742,1,1,2
743,1,1,0
744,1,0,1
745,1,0,0
746,0,2,2
747,0,2,2
748,0,3,2
749,1,1,0
750,1,2,3
751,0,2,1
752,0,2,2
753,0,2,1
754,1,1,2
755,1,0,1
756,1,1,0
757,1,0,0
758,1,0,0
759,1,1,1
760,1,1,0
761,1,1,2
762,0,3,3
763,1,0,0
764,0,3,2
765,0,2,2
766,1,1,2
767,1,1,0
768,0,2,1
769,1,0,1
770,1,1,0
771,1,1,1
772,1,0,0
773,1,0,2
774,1,1,0
775,1,0,0
776,1,0,0
777,0,3,2
778,1,1,2
779,1,1,2
780,0,2,3
781,1,0,1
782,1,0,0
783,1,0,3
784,1,1,0
785,0,3,3
786,0,2,3
787,1,1,2
788,0,2,2
789,1,0,2
790,1,1,0
791,1,0,0
792,1,1,2
793,0,3,3
794,1,1,2
795,1,0,1
796,0,3,2
797,1,0,0
798,0,2,2
799,0,3,3
800,1,1,1
801,0,2,1
802,1,0,2
803,0,2,2
804,1,0,0
805,0,2,2
806,1,1,2
807,1,1,0
808,0,3,1
809,0,2,3
810,0,3,1
811,1,1,1
812,1,0,0
813,1,1,0
814,1,0,3
815,0,3,2
816,1,0,3
817,1,0,3
818,0,3,3
819,0,3,3
820,0,3,2
821,0,3,2
822,0,3,3
823,0,3,3
824,1,0,1
825,1,1,2
826,0,2,3
827,0,2,3
828,1,0,1
829,1,1,3
830,1,0,0
831,1,0,0
832,1,1,2
833,1,1,2
834,1,0,2
835,1,0,0
836,0,3,3
837,0,2,3
838,0,3,1
839,1,1,2
840,1,1,3
841,1,0,3
842,1,0,0
843,0,3,2
844,1,0,3
845,1,1,2
846,0,3,3
847,1,1,1
848,0,3,3
849,1,0,0
850,1,0,0
851,1,0,1
852,0,2,2
853,0,3,2
854,1,0,0
855,1,1,2
856,0,2,2
857,0,3,2
858,1,0,2
859,1,0,0
860,1,0,2
861,0,3,1
862,0,3,2
863,1,1,0
864,1,0,0
865,1,1,3
866,0,2,3
867,0,3,3
868,1,1,2
869,1,0,1
870,1,0,2
871,0,3,3
872,1,1,2
873,1,0,2
874,1,1,0
875,1,0,1
876,1,0,2
877,1,0,3
878,1,0,1
879,1,1,1
880,1,0,0
881,1,0,2
882,0,2,2
883,1,0,0
884,0,2,1
885,0,2,3
886,1,0,0
887,1,1,2
888,0,3,3
889,0,3,2
890,1,1,3
891,0,3,3
892,1,1,3
893,0,3,3
894,1,1,2
895,1,0,0
896,1,1,2
897,1,0,0
898,1,0,1
899,1,0,0
900,1,1,1
901,0,3,3
902,0,3,2
903,1,0,1
904,1,0,0
905,1,0,0
906,1,1,2
907,0,3,2
908,1,1,2
909,0,3,3
910,0,3,3
911,0,3,1
912,1,0,2
913,0,2,2
914,1,1,0
915,0,2,1
916,1,1,0
917,0,3,2
918,0,3,3
919,0,3,3
920,0,3,3
921,1,0,3
922,0,3,2
923,0,2,3
924,0,2,2
925,1,1,2
926,0,3,2
927,1,1,2
928,0,3,3
929,0,3,3
930,0,3,3
931,1,0,0
932,0,2,2
933,1,0,2
934,1,1,3
935,1,1,1
936,1,1,1
937,1,0,1
938,1,0,2
939,1,0,2
940,0,2,2
941,1,0,0
942,1,0,0
943,0,3,3
944,0,3,3
945,1,1,2
946,1,0,3
947,0,2,3
948,0,3,3
949,1,1,1
950,0,3,3
951,0,2,3
952,0,2,0
953,1,1,0
954,1,1,2
955,1,0,1
956,0,3,1
957,1,2,3
958,1,0,2
959,0,2,2
960,1,0,2
961,1,0,0
962,0,3,2
963,1,1,3
964,0,3,2
965,1,0,3
966,0,3,3
967,0,3,3
968,0,2,2
969,1,1,2
970,1,0,1
971,1,0,2
972,0,2,1
973,0,3,2
974,1,0,1
975,1,0,0
976,0,3,3
977,1,1,1
978,0,3,2
979,1,1,3
980,1,0,0
981,1,1,2
982,1,0,0
983,1,0,1
984,1,1,0
985,0,3,2
986,0,3,2
987,1,1,0
988,1,0,0
989,1,1,2
990,0,3,3
991,0,2,1
992,1,1,1
993,1,0,0
994,1,0,2
995,0,3,3
996,1,1,2
997,0,3,1
998,0,3,3
999,1,1,1
1000,0,2,2
1001,1,2,2
1002,1,1,1
1003,1,0,2
1004,1,0,2
1005,1,1,3
1006,1,0,1
1007,1,1,3
1008,0,2,2
1009,1,1,2
1010,1,1,2
1011,1,1,3
1012,1,0,0
1013,0,3,2
1014,1,0,0
1015,1,1,1
1016,1,0,0
1017,0,3,2
1018,0,2,3
1019,0,3,3
1020,0,3,3
1021,1,0,2
1022,1,1,3
1023,0,2,2
1024,0,2,3
1025,0,3,3
1026,1,1,0
1027,1,1,2
1028,1,1,1
1029,0,3,2
1030,0,3,2
1031,1,1,1
1032,1,1,1
1033,1,0,1
1034,1,0,3
1035,0,3,3
1036,1,1,1
1037,1,1,2
1038,1,1,1
1039,0,2,3
1040,0,2,2
1041,0,3,3
1042,0,2,3
1043,0,2,3
1044,1,1,3
1045,0,3,3
1046,0,3,3
1047,1,1,2
1048,1,0,3
1049,1,0,2
1050,0,3,3
1051,1,1,3
1052,1,1,0
1053,1,1,2
1054,0,3,3
1055,0,3,3
1056,1,0,0
1057,1,1,3
1058,0,3,3
1059,0,3,2
1060,1,0,0
1061,0,3,2
1062,1,0,2
1063,0,3,3
1064,1,0,1
1065,0,3,2
1066,1,1,3
1067,0,2,2
1068,0,2,1
1069,0,2,1
1070,1,1,1
1071,0,2,2
1072,0,3,3
1073,0,3,2
1074,1,0,3
1075,0,2,2
1076,0,3,3
1077,0,3,2
1078,1,1,0
1079,0,3,2
1080,1,1,3
1081,0,3,2
1082,1,1,0
1083,1,0,2
1084,0,3,3
1085,0,3,2
1086,1,2,3
1087,1,1,2
1088,1,0,0
1089,0,3,3
1090,0,3,3
1091,0,2,3
1092,1,0,0
1093,1,0,0
1094,0,2,2
1095,1,1,3
1096,1,0,1
1097,0,2,2
1098,1,0,1
1099,1,1,2
1100,0,3,1
1101,0,2,2
1102,0,3,2
1103,0,3,3
1104,1,1,2
1105,0,3,2
1106,1,0,2
1107,1,0,0
1108,1,1,0
1109,0,3,2
1110,0,3,3
1111,1,0,2
1112,1,1,1
1113,0,2,2
1114,0,2,2
1115,1,1,2
1116,1,1,2
1117,0,2,2
1118,1,1,2
1119,0,2,2
1120,1,0,2
1121,1,1,2
1122,0,2,2
1123,0,3,3
1124,1,0,0
1125,1,0,2
1126,0,2,2
1127,0,2,3
1128,1,1,0
1129,1,0,0
1130,1,0,0
1131,1,1,1
1132,1,1,3
1133,1,0,0
1134,0,3,3
1135,0,2,2
1136,0,2,2
1137,1,0,2
1138,1,0,1
1139,1,0,2
1140,1,0,1
1141,0,3,1
1142,1,0,3
1143,0,3,3
1144,1,1,0
1145,0,3,1
1146,1,0,1
1147,1,1,1
1148,1,1,0
1149,1,1,3
1150,1,0,1
1151,1,0,0
1152,0,2,3
1153,1,0,1
1154,0,2,1
1155,1,0,2
1156,1,1,1
1157,1,1,1
1158,1,0,2
1159,0,3,2
1160,1,1,2
1161,1,0,1
1162,0,2,2
1163,0,3,2
1164,1,1,3
1165,0,2,2
1166,1,0,1
1167,1,1,2
1168,0,3,3
1169,0,2,3
1170,1,0,2
1171,1,1,0
1172,1,1,2
1173,1,1,1
1174,0,2,1
1175,1,2,1
1176,1,0,2
1177,0,2,3
1178,0,3,1
1179,1,0,0
1180,1,1,0
1181,0,3,3
1182,1,0,0
1183,1,0,2
1184,1,0,0
1185,1,1,0
1186,1,1,2
1187,0,2,2
1188,1,0,1
1189,0,2,2
1190,1,0,1
1191,0,3,1
1192,1,0,0
1193,1,1,1
1194,1,1,2
1195,0,2,2
1196,1,1,1
1197,0,3,3
1198,1,0,0
1199,0,3,1
1200,1,1,1
1201,0,3,3
1202,1,0,0
1203,0,3,2
1204,0,2,1
1205,0,2,3
1206,0,2,3
1207,0,3,3
1208,1,1,2
1209,1,1,3
1210,0,3,3
1211,1,0,2
1212,1,0,2
1213,0,2,2
1214,1,1,2
1215,1,1,3
1216,1,0,0
1217,1,1,1
1218,1,0,0
1219,1,0,0
1220,1,1,2
1221,1,0,2
1222,1,0,2
1223,1,1,0
1224,1,1,1
1225,1,0,2
1226,1,1,1
1227,0,2,1
1228,0,3,3
1229,1,0,1
1230,1,0,2
1231,1,1,1
1232,1,1,2
1233,1,0,1
1234,0,2,1
1235,0,2,2
1236,1,1,2
1237,1,0,0
1238,1,0,3
1239,0,3,3
1240,1,0,0
1241,0,3,3
1242,1,1,2
1243,1,0,2
1244,0,3,3
1245,1,1,1
1246,1,1,2
1247,1,0,2
1248,1,0,0
1249,1,0,3
1250,1,1,1
1251,1,0,1
1252,1,1,1
1253,1,0,1
1254,0,3,2
1255,0,3,1
1256,1,0,2
1257,1,1,3
1258,0,2,2
1259,1,0,0
1260,1,1,2
1261,0,3,2
1262,1,0,1
1263,1,0,0
1264,1,0,3
1265,1,0,3
1266,1,0,0
1267,0,2,3
1268,1,1,1
1269,1,0,3
1270,1,1,3
1271,1,1,1
1272,1,0,0
1273,0,3,3
1274,1,0,1
1275,0,3,2
1276,1,0,1
1277,0,3,1
1278,0,2,3
1279,0,2,1
1280,1,0,2
1281,0,3,3
1282,1,0,0
1283,0,2,3
1284,0,3,2
1285,1,1,0
1286,1,0,1
1287,0,2,3
1288,0,3,3
1289,1,1,1
1290,1,1,3
1291,1,0,1
1292,1,1,1
1293,0,2,0
1294,1,0,0
1295,0,2,2
1296,0,3,2
1297,1,1,1
1298,0,3,3
1299,1,0,2
1300,0,3,3
1301,0,2,3
1302,1,0,3
1303,1,1,1
1304,0,2,2
1305,1,0,0
1306,0,2,2
1307,1,1,0
1308,0,3,3
1309,0,2,1
1310,0,3,3
1311,1,0,2
1312,1,0,0
1313,0,2,2
1314,1,1,1
1315,1,1,0
1316,1,1,3
1317,1,0,0
1318,0,2,2
1319,0,3,2
1320,1,0,1
1321,0,3,2
1322,1,1,2
1323,0,2,1
1324,1,1,1
1325,1,0,1
1326,0,2,1
1327,1,0,0
1328,1,1,2
1329,0,2,3
1330,1,1,3
1331,1,1,1
1332,1,0,2
1333,1,0,0
1334,0,3,3
1335,1,1,2
1336,1,1,2
1337,0,3,3
1338,1,1,1
1339,0,2,3
1340,1,1,3
1341,0,3,3
1342,1,1,0
1343,1,0,1
1344,0,3,2
1345,1,1,1
1346,0,2,2
1347,1,0,0
1348,1,1,0
1349,0,3,3
1350,1,0,3
1351,0,2,3
1352,1,1,2
1353,1,0,1
1354,0,3,2
1355,1,0,2
1356,1,0,2
1357,1,0,2
1358,1,0,3
1359,0,2,2
1360,1,1,1
1361,0,3,2
1362,0,3,2
1363,0,3,2
1364,1,0,1
1365,0,3,3
1366,0,2,3
1367,1,1,1
1368,1,0,1
1369,1,1,2
1370,1,1,0
1371,0,1,3
1372,0,3,3
1373,1,1,2
1374,0,3,3
1375,1,0,3
1376,1,0,0
1377,0,3,3
1378,0,2,1
1379,1,2,3
1380,1,0,1
1381,0,3,2
1382,0,2,1
1383,1,1,2
1384,1,0,3
1385,0,2,3
1386,1,0,2
1387,0,3,2
1388,1,1,0
1389,0,2,3
1390,0,3,3
1391,0,2,3
1392,0,2,2
1393,1,1,2
1394,0,3,3
1395,1,0,1
1396,0,3,3
1397,1,2,3
1398,1,1,2
1399,1,1,1
1400,1,1,2
1401,1,0,2
1402,0,3,2
1403,1,1,1
1404,1,1,0
1405,0,2,2
1406,1,0,3
1407,0,3,3
1408,1,1,1
1409,1,1,3
1410,1,1,0
1411,1,0,1
1412,1,1,1
1413,1,1,0
1414,0,3,2
1415,1,1,1
1416,0,3,3
1417,1,0,2
1418,1,1,2
1419,0,2,2
1420,1,0,2
1421,1,1,2
1422,1,1,0
1423,1,0,2
1424,0,3,3
1425,0,3,3
1426,0,3,2
1427,0,3,3
1428,0,2,2
1429,1,1,2
1430,0,3,3
1431,0,2,1
1432,0,2,2
1433,0,3,2
1434,1,0,0
1435,1,1,0
1436,0,3,2
1437,1,1,2
1438,1,0,1
1439,1,0,2
1440,1,0,0
1441,0,3,2
1442,1,1,3
1443,1,1,1
1444,1,0,3
1445,1,0,1
1446,1,1,2
1447,1,1,2
1448,1,0,2
1449,0,2,2
1450,1,1,0
1451,0,3,2
1452,1,1,2
1453,0,2,2
1454,1,0,3
1455,1,0,1
1456,1,0,1
1457,0,3,2
1458,1,0,2
1459,1,1,3
1460,1,1,1
1461,1,0,1
1462,0,2,3
1463,1,0,3
1464,1,1,1
1465,1,0,1
1466,0,2,3
1467,0,3,3
1468,1,0,0
1469,1,0,2
1470,1,1,1
1471,0,3,2
1472,1,1,0
1473,1,1,1
1474,1,0,2
1475,1,0,1
1476,0,2,3
1477,0,2,3
1478,0,3,3
1479,0,3,3
1480,0,2,2
1481,1,1,3
1482,1,0,2
1483,0,2,3
1484,0,3,2
1485,1,0,1
1486,1,0,0
1487,0,2,1
1488,1,0,0
1489,1,1,0
1490,0,2,1
1491,1,1,0
1492,1,1,1
1493,1,0,2
1494,0,3,2
1495,1,1,2
1496,0,2,2
1497,1,0,2
1498,1,1,3
1499,1,0,0
1500,0,2,3
1501,0,3,3
1502,1,0,0
1503,0,3,3
1504,0,3,3
1505,1,0,0
1506,1,0,1
1507,1,0,0
1508,1,1,3
1509,1,1,3
1510,1,0,1
1511,1,0,0
1512,0,2,2
1513,0,3,3
1514,1,0,3
1515,0,3,2
1516,1,0,0
1517,1,1,2
1518,0,3,3
1519,1,0,0
1520,1,1,3
1521,1,1,0
1522,1,0,3
1523,1,1,2
1524,1,1,2
1525,1,1,0
1526,1,1,3
1527,1,0,3
1528,1,0,0
1529,0,3,3
1530,0,3,3
1531,1,0,0
1532,0,3,1
1533,1,1,1
1534,1,0,0
1535,1,0,1
1536,0,2,1
1537,1,0,0
1538,0,3,3
1539,0,3,3
1540,1,1,0
1541,1,1,0
1542,1,1,2
1543,1,1,2
1544,1,1,2
1545,0,3,3
1546,1,1,0
1547,0,2,3
1548,1,1,2
1549,0,3,2
1550,1,1,3
1551,1,1,1
1552,1,1,1
1553,0,3,2
1554,1,0,1
1555,1,0,0
1556,1,0,1
1557,1,0,0
1558,1,0,0
1559,1,1,1
1560,1,0,2
1561,1,1,3
1562,1,0,2
1563,1,0,0
1564,1,1,1
1565,0,2,3
1566,1,1,1
1567,0,3,2
1568,1,0,0
1569,0,3,2
1570,1,0,2
1571,1,1,1
1572,0,3,2
1573,0,2,3
1574,1,1,0
1575,0,2,2
1576,1,1,2
1577,1,0,1
1578,0,2,1
1579,1,0,1
1580,1,1,2
1581,0,3,3
1582,1,1,1
1583,1,1,2
1584,0,3,2
1585,0,2,1
1586,1,1,3
1587,0,3,2
1588,1,0,0
1589,0,3,2
1590,0,3,3
1591,0,2,1
1592,1,0,1
1593,1,1,2
1594,1,1,2
1595,1,1,3
1596,1,0,2
1597,0,3,3
1598,0,3,1
1599,0,3,3
1600,1,1,1
1601,0,3,3
1602,1,1,1
1603,1,1,1
1604,1,1,3
1605,0,3,3
1606,1,1,0
1607,0,3,3
1608,1,0,1
1609,0,3,2
1610,0,3,1
1611,1,0,0
1612,0,2,2
1613,1,2,2
1614,1,0,3
1615,0,2,2
1616,1,1,0
1617,1,1,0
1618,1,0,0
1619,1,1,2
1620,0,3,3
1621,0,2,2
1622,0,2,3
1623,1,1,3
1624,1,0,0
1625,1,0,0
1626,0,3,2
1627,0,3,3
1628,0,2,3
1629,0,3,3
1630,1,0,0
1631,0,2,2
1632,0,2,2
1633,0,2,3
1634,1,0,0
1635,1,0,0
1636,0,3,2
1637,0,3,3
1638,1,1,2
1639,1,0,0
1640,0,3,1
1641,0,2,2
1642,1,1,2
1643,1,0,0
1644,1,0,3
1645,0,2,3
1646,1,0,0
1647,1,1,1
1648,0,3,3
1649,0,3,2
1650,1,1,2
1651,0,3,2
1652,1,1,3
1653,0,2,3
1654,1,0,2
1655,0,3,3
1656,0,2,2
1657,1,0,1
1658,1,1,2
1659,1,0,1
1660,1,0,2
1661,0,2,2
1662,0,3,3
1663,1,1,0
1664,1,0,0
