,A,B,C
190,1,21,18
191,1,28,12
192,0,88,57
193,0,86,91
194,1,41,77
195,1,7,3
196,1,52,47
197,1,9,85
198,1,2,11
199,0,76,70
200,1,34,72
201,1,36,88
202,0,72,67
203,0,72,68
204,0,89,78
205,1,28,60
206,1,29,85
207,1,22,83
208,1,2,38
209,1,25,30
210,1,18,78
211,1,28,58
212,1,33,91
213,1,35,20
214,0,75,84
215,0,67,85
216,1,51,65
217,0,83,73
218,0,70,98
219,1,30,9
220,0,70,75
221,1,24,78
222,1,39,33
223,1,18,52
224,1,45,27
225,1,45,40
226,1,19,22
227,1,28,60
228,1,27,53
229,1,20,52
230,0,70,81
231,0,65,71
232,1,8,16
233,1,30,13
234,1,21,52
235,1,44,36
236,1,22,39
237,0,84,72
238,0,88,83
239,1,6,78
240,1,21,16
241,1,24,31
242,1,42,71
243,1,29,55
244,0,72,62
245,1,42,40
246,1,13,39
247,0,67,69
248,0,83,82
249,1,40,45
250,0,72,36
251,1,20,24
252,0,75,72
253,1,34,73
254,0,75,92
255,0,86,72
256,0,99,76
257,1,30,3
258,1,18,39
259,1,44,89
260,1,10,29
261,1,38,88
262,0,72,96
263,0,64,98
264,1,24,35
265,0,81,90
266,0,96,51
267,0,68,72
268,0,72,70
269,0,71,84
270,0,73,64
271,1,12,14
272,1,28,61
273,1,16,12
274,1,13,23
275,0,72,77
276,0,83,76
277,0,74,97
278,1,5,3
279,1,39,36
280,1,31,64
281,0,73,76
282,1,62,86
283,0,77,61
284,1,12,60
285,1,10,24
286,0,64,88
287,0,77,74
288,1,45,47
289,1,19,12
290,1,29,39
291,0,68,90
292,0,81,70
293,1,28,94
294,1,41,35
295,1,40,82
296,0,66,38
297,1,23,25
298,0,73,65
299,1,35,51
300,1,53,60
301,1,29,72
302,1,38,73
303,0,75,76
304,1,33,86
305,1,17,59
306,1,32,18
307,1,8,32
308,0,85,67
309,0,77,98
310,0,82,87
311,1,41,47
312,0,90,94
313,1,12,36
314,0,73,62
315,1,38,47
316,1,24,13
317,1,18,29
318,1,7,8
319,1,17,61
320,0,90,70
321,1,32,33
322,0,79,96
323,1,23,53
324,1,29,61
325,0,80,95
326,1,32,42
327,0,67,89
328,1,17,13
329,1,13,84
330,0,78,88
331,1,52,44
332,1,23,39
333,0,84,79
334,1,15,32
335,1,32,25
336,1,4,6
337,0,70,91
338,0,83,60
339,0,82,76
340,0,85,84
341,1,38,71
342,1,20,13
343,0,75,75
344,1,17,75
345,0,73,81
346,1,34,81
347,1,25,10
348,1,44,14
349,1,34,99
350,1,33,41
351,1,22,21
352,1,27,87
353,1,22,15
354,1,2,42
355,0,79,63
356,1,2,57
357,1,11,67
358,1,20,85
359,1,28,54
360,1,32,53
361,0,75,70
362,1,34,29
363,1,40,33
364,1,44,73
365,1,14,17
366,1,23,39
367,1,37,93
368,1,25,33
369,0,61,46
370,1,27,43
371,0,94,73
372,1,40,52
373,1,47,41
374,0,72,58
375,1,9,10
376,0,85,88
377,0,73,59
378,0,89,69
379,1,15,23
380,1,18,57
381,1,39,81
382,1,54,80
383,1,27,55
384,0,83,55
385,1,34,95
386,1,6,30
387,1,27,71
388,1,25,24
389,0,67,49
390,1,18,52
391,1,17,33
392,0,83,69
393,0,71,84
394,0,61,58
395,1,54,52
396,1,15,37
397,1,22,87
398,1,11,29
399,0,76,86
400,1,18,54
401,1,20,94
402,1,44,66
403,0,71,56
404,1,33,66
405,1,29,46
406,1,21,53
407,1,18,37
408,0,86,51
409,0,71,69
410,1,21,17
411,0,89,73
412,0,72,96
413,0,82,81
414,1,28,65
415,1,33,63
416,1,31,9
417,0,77,92
418,1,40,38
419,1,25,16
420,1,19,40
421,0,83,40
422,0,77,68
423,1,23,1
424,0,79,96
425,1,19,38
426,0,91,81
427,0,71,88
428,1,25,64
429,0,74,78
430,0,75,73
431,1,22,28
432,0,84,67
433,0,62,70
434,0,85,75
435,1,28,43
436,1,13,43
437,1,25,21
438,1,18,38
439,1,42,76
440,0,77,55
441,1,55,92
442,1,24,31
443,0,72,86
444,0,77,64
445,1,20,12
446,1,35,53
447,1,28,20
448,0,81,81
449,1,26,64
450,1,10,32
451,1,17,77
452,1,43,57
453,1,51,54
454,1,32,36
455,0,86,98
456,1,53,24
457,1,26,48
458,0,78,55
459,1,40,55
460,0,72,89
461,1,23,71
462,1,36,19
463,0,71,87
464,0,75,85
465,1,33,64
466,0,74,60
467,0,79,73
468,0,81,98
469,0,75,57
470,1,29,11
471,0,59,73
472,0,84,72
473,0,72,89
474,1,29,33
475,1,23,34
476,0,71,88
477,0,72,54
478,0,79,66
479,0,78,70
480,1,7,38
481,0,69,73
482,1,43,79
483,0,73,61
484,1,22,32
485,1,1,33
486,1,31,65
487,1,34,49
488,1,15,47
489,1,29,56
490,0,71,77
491,1,28,35
492,0,84,66
493,1,32,96
494,1,5,28
495,1,30,48
496,1,58,68
497,1,13,12
498,0,86,83
499,1,36,54
500,0,82,67
501,0,77,77
502,0,79,71
503,0,85,59
504,0,80,92
505,1,32,67
506,1,10,82
507,0,76,72
508,1,25,85
509,1,0,55
510,0,92,64
511,1,21,11
512,1,27,52
513,0,83,78
514,0,65,75
515,1,34,69
516,1,32,58
517,1,26,97
518,1,0,3
519,1,22,46
520,1,5,3
521,1,34,44
522,1,6,76
523,0,78,87
524,1,32,69
525,1,29,82
526,0,94,90
527,0,82,89
528,0,80,50
529,1,33,84
530,1,27,97
531,0,85,84
532,0,88,63
533,1,27,54
534,1,15,3
535,1,6,84
536,0,72,92
537,1,24,40
538,1,8,34
539,0,65,94
540,0,74,98
541,1,16,92
542,1,42,76
543,1,59,57
544,0,86,73
545,0,83,74
546,1,31,81
547,1,11,83
548,1,15,32
549,1,28,18
550,1,26,67
551,0,83,69
552,0,77,89
553,0,60,43
554,0,77,61
555,1,22,20
556,0,81,66
557,1,19,75
558,0,67,81
559,1,35,97
560,1,27,10
561,0,75,64
562,0,74,84
563,0,90,59
564,0,73,89
565,1,30,99
566,0,79,90
567,0,76,73
568,1,39,75
569,1,28,13
570,1,16,23
571,0,82,98
572,0,83,81
573,1,10,10
574,0,76,64
575,0,68,29
576,1,26,50
577,0,82,91
578,1,25,45
579,1,15,50
580,1,28,86
581,1,51,67
582,0,86,89
583,0,76,77
584,0,79,74
585,1,34,69
586,1,29,29
587,1,35,66
588,0,81,67
589,0,69,66
590,0,66,77
591,0,77,69
592,0,72,75
593,1,27,44
594,1,20,70
595,1,26,75
596,0,81,92
597,0,80,64
598,0,74,70
599,1,17,85
600,1,33,98
601,1,5,28
602,0,72,77
603,0,79,96
604,1,10,26
605,1,26,23
606,1,27,43
607,1,30,79
608,1,36,66
609,0,74,83
610,0,72,80
611,0,86,88
612,1,26,63
613,0,70,78
614,0,83,51
615,1,26,35
616,0,81,86
617,0,79,86
618,0,70,80
619,1,33,42
620,1,49,53
621,0,88,72
622,1,23,27
623,1,41,82
624,0,85,77
625,0,79,75
626,1,26,18
627,1,31,82
628,0,72,70
629,0,91,81
630,0,84,56
631,0,85,54
632,1,15,15
633,1,27,43
634,0,74,58
635,1,17,41
636,0,73,52
637,0,70,61
638,1,23,70
639,0,87,90
640,1,26,40
641,1,20,3
642,1,34,30
643,1,2,3
644,1,34,79
645,1,30,59
646,1,12,24
647,0,71,87
648,0,70,97
649,1,26,64
650,0,74,76
651,0,78,91
652,1,26,25
653,0,88,45
654,0,99,92
655,1,23,43
656,1,34,39
657,1,31,82
658,0,76,69
659,1,7,30
660,1,46,64
661,1,19,60
662,1,49,75
663,1,5,22
664,0,89,88
665,1,42,37
666,0,83,70
667,0,75,88
668,1,13,25
669,1,19,6
670,1,15,34
671,1,41,42
672,0,78,50
673,1,33,51
674,0,65,76
675,1,28,61
676,0,82,69
677,1,18,67
678,1,13,15
679,1,18,33
680,0,67,68
681,1,24,20
682,0,59,89
683,1,31,45
684,0,81,56
685,0,73,71
686,1,20,47
687,1,23,9
688,0,81,54
689,1,33,68
690,0,72,92
691,0,77,81
692,0,96,70
693,1,21,84
694,0,81,70
695,1,17,46
696,1,15,6
697,0,79,99
698,1,42,78
699,0,67,77
700,1,42,73
701,1,30,73
702,0,72,61
703,1,35,72
704,1,29,98
705,0,78,96
706,1,15,80
707,1,33,52
708,1,27,73
709,1,14,32
710,1,14,14
711,0,86,98
712,0,75,97
713,1,32,49
714,0,71,93
715,1,14,45
716,0,80,79
717,1,18,2
718,1,42,46
719,1,10,63
720,1,17,51
721,1,17,45
722,0,71,84
723,1,20,23
724,0,77,97
725,1,16,11
726,1,7,48
727,1,13,30
728,0,81,86
729,0,83,85
730,1,41,63
731,1,21,45
732,1,16,72
733,1,13,38
734,0,91,64
735,0,78,83
736,0,79,68
737,0,78,73
738,1,28,91
739,1,27,35
740,0,80,48
741,1,10,43
742,1,22,32
743,1,8,67
744,1,15,29
745,0,72,69
746,1,20,21
747,1,8,64
748,1,15,19
749,1,14,29
750,1,25,69
751,0,76,46
752,1,20,98
753,0,74,51
754,1,30,50
755,1,45,62
756,1,42,49
757,1,32,59
758,0,85,46
759,1,10,40
760,1,43,83
761,1,22,93
762,0,65,85
763,1,44,59
764,0,78,87
765,1,28,26
766,1,21,41
767,0,92,80
768,0,81,89
769,0,79,91
770,0,79,90
771,1,54,66
772,0,89,78
773,1,14,20
774,1,22,56
775,1,13,61
776,0,78,93
777,0,91,84
778,1,24,48
779,1,17,44
780,1,24,55
781,1,35,72
782,1,15,3
783,1,24,79
784,1,19,17
785,0,81,57
786,0,85,83
787,0,72,84
788,1,34,95
789,1,26,57
790,1,9,21
791,1,34,52
792,1,38,24
793,0,74,77
794,1,40,19
795,1,16,79
796,1,16,13
797,1,22,9
798,0,88,71
799,0,92,74
800,1,9,98
801,0,89,73
802,0,72,96
803,1,1,7
804,0,77,99
805,1,31,47
806,1,31,36
807,0,70,99
808,0,75,99
809,1,23,34
810,0,81,81
811,0,84,76
812,1,17,58
813,0,69,65
814,1,8,90
815,0,81,85
816,1,8,30
817,1,19,46
818,1,13,1
819,1,25,44
820,1,34,88
821,0,75,89
822,0,64,73
823,1,16,62
824,1,34,59
825,1,23,56
826,1,20,65
827,0,74,57
828,0,67,89
829,0,91,84
830,0,69,97
831,1,25,42
832,0,71,62
833,1,12,73
834,0,73,55
835,1,27,85
836,1,18,48
837,0,89,60
838,1,26,26
839,0,78,82
840,1,29,21
841,1,41,51
842,0,68,45
843,1,16,82
844,0,62,88
845,1,35,97
846,1,29,81
847,0,87,94
848,0,77,54
849,1,6,1
850,0,78,33
851,1,26,20
852,1,22,24
853,0,73,95
854,1,31,24
855,1,11,92
856,0,73,53
857,0,64,66
858,0,56,51
859,1,47,65
860,1,31,95
861,0,62,68
862,1,9,86
863,1,21,41
864,0,79,57
865,0,77,83
866,0,74,82
867,1,34,67
868,1,29,38
869,0,95,95
870,1,28,74
871,1,15,67
872,0,78,81
873,1,35,87
874,1,28,38
875,0,56,86
876,0,70,80
877,1,37,55
878,1,31,24
879,0,70,68
880,0,87,90
881,1,32,47
882,1,25,15
883,0,71,58
884,1,17,37
885,0,90,60
886,0,86,80
887,1,0,30
888,1,27,93
889,1,14,10
890,1,9,70
891,1,30,39
892,1,20,62
893,1,36,63
894,0,83,69
895,0,66,53
896,0,89,64
897,1,39,41
898,1,25,21
899,0,83,82
900,1,22,19
901,0,87,83
902,0,80,57
903,1,24,18
904,1,25,48
905,0,83,83
906,1,21,15
907,0,85,89
908,1,17,31
909,1,15,38
910,1,17,47
911,0,73,47
912,1,25,29
913,0,73,71
914,0,67,69
915,1,37,88
916,1,23,67
917,0,81,89
918,0,73,71
919,1,49,66
920,1,41,56
921,0,75,88
922,1,15,70
923,1,26,71
924,1,25,71
925,0,76,46
926,1,18,42
927,1,25,42
928,1,39,41
929,1,35,35
930,1,21,34
931,0,82,93
932,1,10,17
933,0,67,60
934,1,41,40
935,0,62,96
936,0,85,68
937,0,74,45
938,1,31,58
939,0,74,70
940,0,79,75
941,1,12,13
942,0,87,72
943,1,27,70
944,1,37,50
945,1,27,50
946,0,73,47
947,1,4,79
948,0,80,99
949,0,79,82
950,0,85,70
951,1,33,27
952,1,30,76
953,1,45,61
954,1,30,49
955,1,1,68
956,1,33,41
957,1,21,21
958,0,79,95
959,1,19,59
960,1,19,47
961,1,9,22
962,0,78,79
963,1,29,46
964,1,14,60
965,1,12,5
966,1,18,34
967,1,14,76
968,0,65,93
969,1,22,78
970,0,72,98
971,0,78,61
972,0,73,98
973,0,77,93
974,1,16,75
975,1,33,48
976,0,75,86
977,1,49,70
978,1,37,85
979,0,82,56
980,0,68,78
981,0,84,96
982,1,28,36
983,0,83,35
984,0,72,95
985,1,24,32
986,0,84,93
987,1,10,43
988,1,38,83
989,0,63,40
990,1,21,5
991,1,46,59
992,1,17,23
993,0,68,70
994,1,9,40
995,1,26,29
996,1,27,17
997,0,63,58
998,1,39,80
999,1,56,76
1000,1,17,23
1001,0,78,85
1002,0,78,86
1003,1,19,47
1004,1,38,77
1005,0,83,80
1006,1,17,45
1007,1,17,2
1008,1,26,59
1009,0,69,66
1010,1,8,76
1011,1,10,23
1012,1,42,84
1013,1,34,56
1014,1,22,57
1015,1,22,64
1016,0,59,72
1017,0,67,79
1018,0,75,76
1019,1,31,53
1020,1,27,28
1021,1,42,62
1022,0,81,97
1023,0,75,63
1024,1,9,31
1025,1,30,57
1026,1,0,2
1027,1,31,98
1028,0,89,43
1029,1,21,11
1030,0,74,98
1031,1,1,10
1032,0,86,79
1033,0,72,72
1034,0,83,73
1035,1,17,28
1036,1,29,95
1037,1,16,80
1038,0,77,80
1039,1,30,32
1040,1,41,65
1041,1,16,90
1042,1,33,82
1043,1,36,36
1044,1,25,79
1045,0,75,82
1046,1,20,62
1047,0,80,76
1048,1,10,15
1049,0,72,71
1050,0,84,61
1051,1,33,65
1052,0,72,87
1053,0,86,92
1054,1,10,9
1055,1,8,20
1056,0,78,81
1057,1,59,72
1058,1,16,75
1059,1,38,53
1060,1,42,84
1061,1,1,76
1062,1,37,58
1063,1,14,62
1064,1,29,82
1065,1,20,58
1066,0,77,69
1067,1,34,79
1068,1,23,73
1069,1,19,14
1070,1,23,56
1071,0,91,47
1072,1,29,39
1073,1,21,60
1074,1,18,38
1075,1,57,44
1076,1,23,50
1077,1,16,30
1078,1,26,10
1079,1,21,99
1080,0,70,79
1081,0,76,98
1082,1,7,96
1083,1,32,34
1084,1,21,37
1085,1,36,83
1086,0,82,74
1087,0,64,84
1088,0,82,91
1089,0,76,96
1090,0,67,75
1091,1,25,4
1092,0,77,79
1093,1,6,44
1094,1,23,55
1095,1,21,23
1096,1,41,48
1097,0,78,80
1098,1,18,12
1099,1,22,10
1100,0,80,98
1101,1,26,54
1102,0,76,67
1103,1,13,2
1104,1,17,2
1105,0,84,87
1106,1,37,82
1107,1,36,46
1108,1,28,44
1109,1,10,6
1110,0,82,76
1111,1,24,14
1112,1,20,26
1113,1,40,36
1114,1,26,50
1115,1,23,92
1116,1,7,75
1117,0,72,95
1118,1,23,83
1119,1,43,91
1120,1,16,31
1121,1,34,45
1122,0,88,86
1123,1,16,66
1124,0,69,51
1125,1,31,43
1126,0,75,94
1127,1,21,26
1128,1,36,32
1129,1,20,28
1130,1,25,8
1131,0,76,78
1132,1,27,70
1133,1,28,63
1134,1,22,57
1135,1,12,8
1136,0,82,90
1137,1,5,26
1138,1,43,30
1139,1,36,96
1140,0,90,82
1141,1,43,45
1142,0,65,41
1143,1,15,26
1144,1,18,1
1145,0,61,59
1146,1,11,21
1147,0,71,62
1148,1,31,47
1149,0,88,28
1150,1,27,17
1151,0,73,94
1152,1,20,45
1153,0,76,49
1154,1,49,40
1155,1,44,94
1156,0,89,89
1157,0,65,51
1158,1,21,25
1159,0,87,68
1160,1,18,3
1161,1,12,30
1162,1,12,58
1163,0,81,74
1164,0,80,45
1165,1,26,26
1166,0,76,59
1167,1,16,18
1168,0,82,83
1169,1,31,53
1170,1,17,86
1171,1,24,54
1172,1,28,32
1173,0,79,42
1174,0,78,80
1175,1,31,85
1176,1,4,9
1177,0,78,87
1178,0,69,60
1179,1,27,25
1180,0,72,64
1181,1,33,88
1182,1,32,56
1183,1,31,68
1184,0,77,93
1185,1,36,79
1186,0,88,73
1187,1,38,58
1188,1,32,66
1189,1,8,21
1190,1,36,22
1191,0,70,89
1192,1,37,65
1193,1,27,33
1194,1,28,26
1195,1,4,94
1196,1,26,11
1197,0,80,47
1198,0,76,50
1199,1,32,18
1200,1,24,44
1201,1,45,78
1202,1,21,20
1203,1,36,78
1204,0,86,50
1205,1,21,36
1206,1,34,72
1207,0,72,57
1208,1,46,31
1209,1,38,30
1210,1,29,33
1211,0,73,82
1212,1,25,31
1213,1,23,53
1214,0,83,72
1215,0,75,77
1216,1,23,53
1217,1,7,7
1218,1,30,46
1219,0,63,48
1220,1,12,9
1221,1,34,68
1222,1,12,62
1223,0,83,81
1224,1,27,8
1225,1,28,58
1226,0,75,66
1227,0,70,59
1228,1,29,2
1229,1,16,15
1230,1,34,67
1231,0,65,61
1232,1,29,72
1233,1,12,46
1234,1,16,70
1235,0,83,85
1236,1,16,9
1237,1,31,54
1238,0,86,81
1239,0,75,68
1240,0,78,59
1241,1,28,50
1242,0,77,71
1243,1,23,96
1244,0,77,82
1245,1,16,15
1246,0,77,99
1247,0,83,62
1248,1,31,45
1249,0,82,39
1250,1,28,92
1251,1,20,35
1252,1,25,60
1253,1,6,37
1254,1,9,6
1255,0,56,68
1256,0,68,80
1257,1,28,94
1258,0,77,80
1259,1,19,60
1260,1,13,60
1261,1,36,47
1262,1,29,29
1263,1,32,37
1264,1,48,76
1265,0,67,50
1266,1,39,61
1267,1,29,61
1268,1,20,58
1269,1,19,0
1270,1,28,13
1271,0,66,88
1272,0,75,72
1273,0,80,71
1274,1,32,92
1275,1,31,24
1276,1,36,42
1277,1,22,90
1278,0,72,91
1279,0,75,59
1280,1,12,42
1281,1,38,84
1282,0,75,67
1283,1,27,64
1284,0,88,93
1285,1,20,29
1286,1,7,13
1287,0,70,53
1288,0,68,86
1289,1,26,34
1290,1,27,49
1291,1,15,5
1292,1,38,73
1293,1,24,43
1294,1,26,24
1295,0,70,95
1296,0,80,73
1297,1,53,51
1298,1,4,15
1299,1,45,75
1300,1,18,8
1301,0,85,78
1302,1,24,38
1303,0,64,91
1304,1,9,63
1305,1,22,34
1306,0,79,84
1307,1,22,39
1308,1,15,30
1309,1,31,64
1310,0,77,54
1311,0,79,69
1312,0,71,76
1313,1,36,47
1314,1,29,17
1315,1,49,60
1316,0,84,72
1317,1,20,18
1318,0,83,67
1319,1,17,12
1320,1,43,71
1321,0,74,50
1322,1,22,47
1323,1,29,61
1324,1,29,67
1325,1,13,79
1326,0,80,77
1327,1,22,33
1328,1,5,80
1329,1,10,21
1330,1,36,24
1331,1,32,35
1332,1,43,77
1333,1,21,2
1334,0,82,63
1335,1,32,64
1336,1,10,20
1337,0,78,93
1338,1,12,44
1339,0,62,72
1340,1,12,4
1341,1,11,61
1342,0,72,97
1343,1,39,63
1344,0,86,91
1345,1,43,56
1346,1,30,65
1347,1,30,20
1348,1,37,57
1349,1,47,62
1350,0,81,75
1351,1,40,53
1352,1,10,19
1353,0,76,97
1354,1,27,0
1355,0,88,60
1356,0,89,57
1357,1,9,97
1358,1,10,42
1359,1,35,56
1360,0,71,68
1361,0,69,66
1362,0,88,77
1363,1,24,55
1364,0,75,57
1365,0,75,94
1366,1,18,70
1367,1,9,7
1368,0,81,71
1369,0,87,77
1370,1,44,43
1371,0,85,92
1372,1,50,53
1373,1,22,18
1374,0,83,66
1375,0,81,76
1376,1,21,60
1377,1,47,74
1378,1,20,83
1379,1,37,99
1380,0,86,63
1381,1,29,55
1382,1,39,34
1383,0,78,69
1384,0,92,93
1385,0,71,63
1386,0,93,97
1387,0,84,71
1388,1,12,99
1389,1,23,52
1390,0,85,50
1391,0,89,96
1392,1,27,40
1393,0,97,88
1394,1,8,31
1395,0,72,61
1396,0,69,97
1397,1,23,53
1398,1,22,10
1399,1,27,99
1400,0,92,73
1401,0,76,62
1402,1,27,17
1403,0,84,80
1404,0,91,93
1405,1,35,33
1406,0,84,77
1407,1,20,86
1408,1,43,35
1409,0,84,60
1410,0,81,86
1411,1,16,16
1412,1,47,52
1413,0,76,53
1414,0,77,72
1415,0,79,68
1416,1,25,51
1417,0,87,87
1418,0,79,63
1419,0,72,94
1420,0,84,85
1421,1,20,12
1422,1,34,52
1423,1,7,27
1424,1,26,86
1425,1,22,15
1426,0,86,98
1427,1,20,99
1428,1,27,34
1429,1,17,51
1430,0,80,99
1431,0,80,48
1432,1,53,43
1433,0,70,93
1434,1,11,77
1435,1,52,80
1436,1,14,35
1437,1,43,69
1438,1,17,30
1439,0,78,80
1440,1,22,3
1441,1,22,88
1442,1,17,91
1443,1,29,89
1444,0,71,79
1445,0,78,62
1446,1,20,50
1447,1,30,49
1448,1,17,96
1449,1,33,72
1450,0,83,85
1451,1,34,92
1452,1,10,12
1453,1,23,26
1454,1,16,34
1455,1,28,39
1456,0,66,64
1457,0,68,63
1458,1,18,34
1459,1,50,44
1460,0,76,55
1461,1,11,47
1462,1,26,28
1463,1,17,15
1464,1,31,39
1465,1,27,62
1466,1,17,1
1467,0,64,66
1468,1,19,82
1469,1,22,99
1470,1,13,7
1471,1,15,45
1472,1,18,39
1473,0,63,79
1474,1,44,72
1475,1,34,53
1476,0,95,93
1477,0,79,51
1478,0,86,50
1479,1,48,94
1480,1,44,59
1481,1,26,0
1482,1,22,92
1483,0,70,85
1484,1,36,70
1485,1,10,0
1486,0,75,83
1487,0,70,93
1488,0,66,52
1489,0,71,95
1490,1,23,58
1491,1,32,5
1492,1,19,51
1493,1,33,65
1494,1,15,24
1495,1,27,68
1496,0,81,77
1497,0,75,95
1498,0,86,84
1499,1,25,76
1500,0,80,71
1501,1,10,5
1502,1,29,50
1503,1,41,85
1504,0,64,54
1505,1,5,67
1506,0,67,63
1507,0,74,63
1508,0,76,60
1509,0,75,72
1510,0,79,86
1511,1,55,67
1512,0,71,60
1513,0,78,79
1514,0,79,58
1515,1,31,46
1516,0,80,71
1517,0,78,91
1518,1,47,74
1519,0,65,61
1520,1,11,10
1521,1,3,57
1522,1,33,22
1523,1,14,21
1524,0,65,53
1525,1,26,15
1526,0,58,86
1527,0,73,92
1528,0,77,77
1529,1,4,61
1530,0,70,48
1531,1,13,57
1532,1,37,41
1533,1,43,83
1534,0,77,99
1535,1,23,50
1536,1,36,48
1537,1,26,33
1538,0,62,47
1539,0,72,90
1540,1,36,99
1541,0,87,99
1542,1,31,62
1543,1,23,21
1544,1,44,79
1545,1,0,28
1546,1,29,80
1547,1,15,51
1548,0,77,67
1549,1,23,48
1550,0,84,76
1551,1,41,94
1552,1,11,93
1553,1,33,62
1554,1,20,71
1555,1,30,61
1556,1,15,9
1557,1,33,75
1558,1,26,71
1559,1,13,68
1560,0,69,53
1561,0,63,63
1562,1,36,9
1563,0,72,83
1564,1,14,15
1565,1,27,77
1566,1,4,50
1567,0,64,63
1568,0,78,92
1569,1,17,17
1570,1,21,47
1571,1,52,93
1572,1,23,32
1573,1,44,77
1574,1,38,69
1575,1,11,2
1576,1,37,27
1577,1,27,78
1578,0,87,60
1579,1,10,30
1580,1,18,16
1581,0,88,56
1582,0,84,77
1583,1,29,69
1584,1,13,10
1585,1,35,85
1586,0,92,79
1587,1,12,18
1588,1,18,43
1589,0,86,74
1590,0,86,90
1591,0,79,75
1592,0,62,59
1593,0,72,96
1594,0,77,76
1595,0,72,87
1596,0,77,57
1597,1,30,85
1598,0,81,59
1599,1,41,49
1600,1,20,34
1601,1,40,55
1602,0,72,63
1603,0,71,78
1604,0,64,68
1605,1,4,14
1606,1,16,12
1607,0,75,61
1608,1,20,49
1609,1,36,38
1610,0,77,79
1611,1,16,35
1612,0,85,97
1613,1,35,89
1614,1,24,60
1615,1,21,14
1616,1,36,94
1617,0,77,61
1618,1,14,4
1619,1,25,58
1620,1,26,36
1621,1,20,57
1622,1,13,33
1623,0,89,95
1624,1,22,25
1625,1,31,95
1626,1,4,93
1627,1,18,51
1628,1,27,71
1629,0,78,58
1630,1,39,83
1631,0,71,77
1632,1,19,54
1633,1,16,33
1634,1,19,64
1635,1,6,3
1636,0,77,56
1637,1,30,43
1638,1,30,88
1639,1,43,71
1640,0,77,49
1641,1,33,56
1642,1,14,32
1643,1,21,67
1644,1,32,70
1645,1,38,48
1646,0,75,82
1647,0,72,76
1648,0,60,75
1649,1,29,99
1650,0,68,86
1651,1,17,12
1652,1,14,61
1653,0,80,91
1654,1,9,49
1655,1,28,56
1656,0,69,61
1657,1,17,2
1658,1,19,49
1659,1,30,69
1660,0,76,96
1661,0,73,84
1662,1,37,77
1663,1,12,99
1664,1,26,2
