Variable,A,A,B,B,B,B,C,C,C,C
91,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
92,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
93,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
94,0.0,1.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
95,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
96,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
97,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
98,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
99,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
100,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
101,0.5,0.5,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
102,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
104,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
105,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
106,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
107,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
108,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
109,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
110,0.0,1.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
111,0.5,0.5,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
112,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
113,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
115,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
116,0.0,1.0,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
117,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
118,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
120,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
121,0.5,0.5,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
122,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
123,0.5,0.5,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
124,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
125,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
126,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
127,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
128,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
129,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
130,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
131,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
132,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
133,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
134,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
135,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
136,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
137,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
138,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
139,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
140,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
141,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
142,0.5,0.5,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
143,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
144,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
145,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
146,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
147,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
148,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
149,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
150,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
151,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
153,0.0,1.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
154,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
155,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
156,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
157,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
158,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
159,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
160,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
161,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
162,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
163,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
164,0.5,0.5,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
165,0.5,0.5,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
166,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
167,0.0,1.0,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
168,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
169,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
170,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
171,0.5,0.5,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
172,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
173,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
174,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
175,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
176,1.0,0.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
177,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
178,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
179,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
180,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
181,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
182,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
183,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
185,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
186,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
188,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
189,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
190,0.0,1.0,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
191,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
192,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
193,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
194,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
195,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
196,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
197,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
198,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
199,0.5,0.5,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
200,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
201,1.0,0.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
202,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
203,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
205,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
206,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
207,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
208,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
209,0.0,1.0,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
210,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
211,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
212,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
213,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
214,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
215,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
216,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
217,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
218,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
219,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
220,0.5,0.5,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
221,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
222,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
223,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
225,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
226,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
227,0.5,0.5,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
228,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
229,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
230,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
231,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
232,0.5,0.5,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
233,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
234,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
235,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
236,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
237,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
238,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
239,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
240,0.5,0.5,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
241,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
242,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
243,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
244,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
245,0.0,1.0,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
246,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
247,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
248,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
249,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
250,0.5,0.5,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
251,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
252,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
253,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
254,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
255,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
256,0.5,0.5,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
257,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
258,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
259,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
260,0.5,0.5,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
261,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
262,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
263,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
264,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
265,0.5,0.5,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
266,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
267,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
268,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
269,1.0,0.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
270,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
271,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
272,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
273,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
274,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
275,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
276,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
277,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
278,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
279,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
280,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
281,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
282,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
283,1.0,0.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
284,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
286,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
288,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
289,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
290,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
291,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
292,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
293,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
294,0.0,1.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
295,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
296,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
297,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
298,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
299,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
300,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
301,0.5,0.5,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
302,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
303,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
304,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
305,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
306,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
307,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
308,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
309,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
310,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
311,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
312,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
313,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
314,0.0,1.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
315,0.0,1.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
316,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
317,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
318,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
319,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
320,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
321,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
322,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25
323,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
324,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
325,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
326,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
327,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
328,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
329,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
330,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
