,A,B,C
223,0,2,3
224,1,1,1
225,0,2,2
226,0,3,3
227,0,2,2
228,0,2,1
229,0,2,2
230,1,1,0
231,1,1,3
232,1,1,2
233,1,0,0
234,1,2,2
235,0,3,1
236,1,1,2
237,1,0,0
238,0,2,1
239,1,1,2
240,1,0,3
241,0,2,3
242,0,2,1
243,1,1,2
244,0,2,2
245,0,2,2
246,1,1,1
247,1,0,2
248,1,1,2
249,0,2,2
250,1,0,0
251,1,0,1
252,1,0,3
253,1,0,2
254,1,0,0
255,1,0,0
256,0,2,3
257,1,1,2
258,0,3,3
259,0,3,3
260,1,1,1
261,1,0,3
262,1,1,2
263,0,3,2
264,1,1,1
265,0,3,3
266,1,0,3
267,0,3,3
268,1,1,2
269,0,2,2
270,0,2,3
271,1,0,1
272,0,3,1
273,0,3,3
274,1,0,0
275,1,0,2
276,1,1,1
277,0,3,2
278,1,1,0
279,0,2,1
280,1,1,1
281,1,1,0
282,1,1,0
283,0,3,2
284,1,1,2
285,1,0,0
286,0,3,3
287,1,0,0
288,0,2,1
289,1,0,1
290,1,0,0
291,0,2,2
292,0,2,2
293,0,2,3
294,1,1,1
295,1,1,0
296,1,1,0
297,1,1,1
298,1,1,1
299,1,1,1
300,1,0,3
301,1,1,1
302,1,1,1
303,1,0,2
304,1,1,0
305,1,1,1
306,0,2,0
307,1,1,2
308,0,3,2
309,0,3,3
310,0,3,3
311,0,2,0
312,1,0,1
313,0,3,3
314,1,1,1
315,1,0,2
316,0,3,2
317,0,3,3
318,1,0,3
319,1,1,1
320,0,2,3
321,1,1,1
322,1,1,2
323,0,3,2
324,0,2,2
325,1,0,1
326,1,2,1
327,0,2,2
328,0,3,1
329,1,1,2
330,0,2,3
331,0,2,3
332,0,3,2
333,0,2,1
334,0,3,2
335,0,3,2
336,1,0,0
337,0,3,2
338,0,2,3
339,0,3,2
340,0,3,3
341,0,3,3
342,1,1,3
343,0,2,2
344,1,1,0
345,0,2,2
346,1,1,2
347,0,3,2
348,0,2,2
349,1,1,2
350,1,0,2
351,0,2,2
352,0,3,2
353,0,2,3
354,1,1,1
355,0,2,2
356,0,3,3
357,0,3,3
358,1,0,0
359,0,3,3
360,1,0,0
361,0,3,2
362,0,3,2
363,1,1,2
364,0,3,3
365,0,2,2
366,1,0,0
367,1,1,0
368,1,1,2
369,0,3,3
370,0,3,2
371,1,2,3
372,0,3,3
373,1,1,3
374,1,1,3
375,0,2,2
376,1,1,1
377,0,3,3
378,0,2,3
379,1,0,1
380,1,1,0
381,0,3,1
382,1,1,2
383,0,2,2
384,1,0,2
385,1,0,1
386,1,0,2
387,0,3,2
388,1,1,1
389,1,0,2
390,0,3,2
391,1,0,1
392,0,2,3
393,0,3,3
394,1,1,2
395,1,0,1
396,0,3,2
397,1,0,2
398,1,1,1
399,1,1,1
400,1,0,1
401,0,3,2
402,1,1,1
403,1,0,2
404,1,1,3
405,0,3,1
406,1,0,2
407,0,2,3
408,1,0,3
409,1,1,2
410,0,2,2
411,1,0,0
412,0,2,3
413,1,1,2
414,0,2,1
415,0,3,1
416,0,2,2
417,1,1,1
418,1,1,3
419,1,1,0
420,1,1,2
421,1,0,1
422,1,0,0
423,1,1,2
424,1,0,0
425,1,1,1
426,1,1,2
427,1,1,0
428,0,2,3
429,1,1,3
430,1,0,0
431,1,0,3
432,1,0,0
433,1,1,1
434,1,0,1
435,0,3,3
436,1,0,1
437,0,3,3
438,1,1,1
439,0,2,3
440,0,3,2
441,1,1,0
442,1,0,1
443,1,0,1
444,0,2,2
445,0,3,1
446,0,3,3
447,0,2,1
448,1,0,1
449,1,0,0
450,1,0,3
451,0,3,3
452,1,1,1
453,1,0,3
454,1,0,0
455,0,3,3
456,1,0,1
457,0,3,1
458,0,3,2
459,1,1,2
460,1,1,0
461,1,1,1
462,0,3,2
463,1,1,0
464,0,2,2
465,1,1,1
466,1,0,3
467,1,1,0
468,0,2,1
469,1,1,3
470,1,0,2
471,1,1,1
472,1,0,1
473,1,1,2
474,0,2,3
475,1,0,0
476,0,3,3
477,1,1,2
478,0,2,2
479,1,0,0
480,0,2,2
481,0,3,1
482,1,0,0
483,0,2,2
484,1,1,1
485,1,1,3
486,1,0,1
487,0,2,3
488,1,1,2
489,1,0,1
490,0,2,1
491,1,0,2
492,0,2,3
493,0,3,3
494,1,1,3
495,1,0,1
496,1,1,1
497,0,2,3
498,1,0,1
499,1,1,2
500,0,2,2
501,0,3,2
502,1,0,2
503,0,2,2
504,0,3,3
505,0,2,3
506,0,3,3
507,1,1,2
508,0,3,2
509,0,2,2
510,1,0,0
511,0,2,2
512,1,1,1
513,0,3,3
514,1,0,0
515,1,0,3
516,0,2,1
517,1,0,1
518,1,0,0
519,1,0,1
520,0,3,2
521,0,2,3
522,1,0,3
523,1,2,2
524,0,3,3
525,1,0,0
526,0,2,2
527,0,3,3
528,0,3,2
529,1,1,1
530,1,0,0
531,0,2,2
532,0,3,3
533,1,1,2
534,1,1,0
535,1,1,1
536,1,0,3
537,1,1,3
538,1,0,1
539,0,3,3
540,0,2,2
541,0,3,3
542,0,2,3
543,0,2,3
544,0,3,3
545,1,0,0
546,0,3,1
547,1,0,2
548,1,1,1
549,0,3,3
550,1,1,1
551,1,0,0
552,0,3,2
553,0,3,2
554,1,0,1
555,1,1,1
556,0,3,2
557,0,3,3
558,1,0,1
559,1,1,1
560,1,0,2
561,0,3,3
562,0,2,2
563,1,0,2
564,1,0,0
565,0,2,3
566,1,1,1
567,1,0,3
568,1,1,1
569,1,0,0
570,1,0,0
571,1,1,2
572,1,1,2
573,0,2,1
574,1,1,0
575,0,2,2
576,0,3,2
577,0,2,3
578,0,3,2
579,0,3,3
580,1,0,1
581,0,2,1
582,1,0,2
583,1,1,1
584,1,0,0
585,1,0,0
586,0,3,2
587,1,0,1
588,1,0,0
589,1,1,2
590,0,3,3
591,0,3,3
592,0,3,2
593,1,1,2
594,0,2,2
595,1,1,0
596,0,2,2
597,0,2,3
598,0,2,2
599,1,0,0
600,1,1,0
601,0,2,2
602,1,2,1
603,0,3,3
604,1,1,1
605,1,0,2
606,1,1,1
607,1,0,3
608,0,3,3
609,0,2,1
610,1,0,0
611,1,1,0
612,1,1,1
613,1,1,2
614,1,0,0
615,1,0,0
616,1,1,3
617,1,1,3
618,1,1,2
619,0,2,1
620,0,3,3
621,0,2,2
622,0,2,1
623,1,1,2
624,0,3,3
625,1,1,1
626,1,0,1
627,0,3,2
628,1,0,1
629,1,0,0
630,1,0,2
631,1,1,0
632,1,0,0
633,1,0,0
634,0,2,2
635,1,1,1
636,0,2,3
637,1,0,1
638,0,3,3
639,1,1,2
640,0,3,2
641,1,1,1
642,1,1,0
643,0,3,3
644,1,1,1
645,1,0,1
646,1,0,3
647,1,1,2
648,1,0,1
649,1,1,1
650,1,0,0
651,1,1,2
652,0,3,3
653,0,3,3
654,1,0,1
655,1,0,2
656,0,2,1
657,0,3,1
658,1,0,3
659,0,3,3
660,0,2,2
661,1,0,0
662,1,0,3
663,0,3,3
664,1,1,2
665,1,0,3
666,1,0,0
667,1,1,1
668,1,1,0
669,1,0,1
670,1,0,0
671,1,0,0
672,0,3,3
673,1,1,3
674,1,0,2
675,0,3,2
676,1,0,2
677,0,3,2
678,0,3,3
679,1,0,0
680,1,0,3
681,0,3,3
682,0,2,1
683,0,2,2
684,1,1,3
685,0,2,2
686,1,1,3
687,1,1,2
688,1,0,3
689,0,2,3
690,1,0,1
691,0,3,3
692,0,3,2
693,1,0,1
694,1,0,1
695,0,3,2
696,1,1,1
697,1,1,0
698,1,1,2
699,1,0,3
700,1,1,3
701,0,3,3
702,0,3,3
703,1,0,2
704,1,1,2
705,1,0,2
706,1,1,0
707,0,3,2
708,1,0,1
709,1,0,0
710,1,1,0
711,0,2,3
712,1,0,0
713,1,1,1
714,1,0,2
715,0,2,1
716,1,0,1
717,1,1,0
718,1,1,2
719,0,2,2
720,0,3,2
721,1,0,0
722,1,0,1
723,0,2,2
724,0,3,3
725,1,1,2
726,1,0,1
727,0,2,2
728,1,1,1
729,0,3,2
730,0,2,1
731,1,1,1
732,1,0,1
733,1,0,0
734,1,0,0
735,1,0,2
736,1,0,3
737,1,1,1
738,0,3,2
739,1,0,0
740,1,1,0
741,1,1,2
742,1,1,1
743,1,0,0
744,1,1,3
745,1,0,1
746,1,0,0
747,1,1,0
748,1,1,3
749,0,2,2
750,1,1,2
751,0,2,1
752,1,1,2
753,1,0,1
754,0,3,2
755,1,0,0
756,0,3,3
757,0,3,2
758,1,1,0
759,1,1,2
760,0,2,2
761,1,1,2
762,0,3,3
763,1,0,1
764,1,0,1
765,1,1,1
766,1,0,0
767,0,3,3
768,1,0,0
769,1,1,2
770,1,1,0
771,1,1,1
772,1,0,2
773,1,0,1
774,0,3,3
775,1,1,2
776,1,2,3
777,1,0,2
778,1,1,1
779,1,1,1
780,0,3,3
781,0,3,3
782,0,2,2
783,0,2,3
784,0,2,3
785,1,1,2
786,1,1,2
787,1,1,1
788,1,0,0
789,0,3,2
790,0,3,2
791,1,1,0
792,0,2,2
793,1,2,3
794,0,2,1
795,1,0,2
796,1,0,2
797,0,2,3
798,0,3,2
799,1,0,0
800,0,2,1
801,0,3,3
802,1,1,3
803,1,0,2
804,1,0,2
805,0,2,2
806,1,0,2
807,1,0,3
808,1,1,1
809,0,3,3
810,1,0,1
811,1,0,0
812,1,0,0
813,1,1,2
814,0,2,3
815,1,0,0
816,1,0,0
817,1,0,1
818,0,2,3
819,0,2,3
820,1,1,0
821,1,1,0
822,1,1,1
823,0,3,3
824,0,2,1
825,0,3,3
826,1,0,2
827,0,2,3
828,1,0,1
829,0,2,2
830,1,0,1
831,0,3,2
832,0,2,3
833,0,2,2
834,1,1,0
835,0,2,2
836,0,3,2
837,1,0,2
838,1,1,1
839,1,1,2
840,1,0,1
841,0,2,2
842,0,2,1
843,1,1,3
844,0,2,3
845,1,1,0
846,0,2,3
847,0,2,1
848,1,1,2
849,1,0,2
850,0,2,3
851,1,1,3
852,1,1,0
853,1,0,1
854,1,0,2
855,0,3,3
856,1,1,2
857,1,1,1
858,1,0,0
859,0,3,2
860,1,1,0
861,1,0,1
862,1,0,3
863,1,1,0
864,0,2,1
865,1,1,1
866,1,0,0
867,0,3,3
868,0,3,3
869,0,3,3
870,0,3,3
871,1,1,1
872,0,2,2
873,1,1,2
874,1,0,0
875,0,3,3
876,1,0,2
877,0,2,1
878,0,3,3
879,0,2,3
880,1,1,0
881,1,1,1
882,1,1,2
883,0,2,3
884,0,3,3
885,1,0,0
886,1,0,0
887,0,3,1
888,1,1,1
889,1,0,1
890,1,0,1
891,0,3,3
892,1,0,3
893,1,0,2
894,0,3,2
895,1,1,1
896,0,2,2
897,1,0,0
898,1,0,2
899,1,0,0
900,0,3,2
901,0,3,2
902,1,0,0
903,1,1,1
904,1,1,0
905,1,0,0
906,0,2,2
907,1,0,0
908,1,1,2
909,0,2,1
910,0,3,2
911,1,1,2
912,0,3,3
913,1,1,0
914,1,0,2
915,0,3,2
916,0,3,2
917,0,3,3
918,0,3,2
919,1,1,1
920,1,1,1
921,1,0,1
922,1,0,1
923,0,3,3
924,1,2,1
925,0,3,2
926,1,0,1
927,0,2,2
928,1,1,3
929,1,1,1
930,0,2,1
931,1,0,0
932,1,0,3
933,0,3,2
934,1,0,3
935,0,1,2
936,1,1,2
937,1,1,3
938,1,0,0
939,1,0,0
940,1,0,1
941,0,2,2
942,0,3,3
943,1,1,2
944,0,2,3
945,0,2,3
946,0,2,3
947,1,1,0
948,0,3,1
949,1,1,0
950,1,0,1
951,0,2,2
952,1,1,2
953,1,1,1
954,1,1,1
955,1,1,2
956,0,2,3
957,0,3,3
958,1,1,2
959,1,0,1
960,1,0,1
961,0,3,1
962,1,1,1
963,0,2,2
964,0,3,3
965,1,0,2
966,0,2,2
967,0,3,2
968,0,3,2
969,1,1,1
970,1,1,1
971,0,2,2
972,1,1,1
973,1,0,1
974,1,1,1
975,1,1,2
976,1,1,0
977,1,0,2
978,0,2,2
979,1,1,2
980,0,3,3
981,1,0,0
982,0,3,2
983,0,2,2
984,0,2,2
985,0,3,3
986,0,2,1
987,1,1,2
988,1,0,2
989,1,0,1
990,1,0,2
991,0,2,3
992,1,0,1
993,1,1,1
994,0,3,1
995,1,1,2
996,1,0,1
997,1,0,0
998,0,2,2
999,0,3,3
1000,1,1,3
1001,0,3,3
1002,0,3,3
1003,1,0,3
1004,0,2,3
1005,1,1,1
1006,1,1,1
1007,0,2,2
1008,0,3,3
1009,1,1,1
1010,0,2,2
1011,1,1,2
1012,1,0,0
1013,1,1,1
1014,1,0,2
1015,1,0,2
1016,0,3,2
1017,0,2,2
1018,1,0,1
1019,1,0,3
1020,1,1,2
1021,0,2,3
1022,1,0,0
1023,0,2,1
1024,1,0,1
1025,0,3,3
1026,1,1,1
1027,0,3,2
1028,1,1,1
1029,1,0,2
1030,1,1,0
1031,1,1,3
1032,0,3,2
1033,0,2,2
1034,1,0,0
1035,0,3,3
1036,1,1,1
1037,1,1,2
1038,1,1,2
1039,1,1,3
1040,1,1,0
1041,1,0,2
1042,0,3,3
1043,0,3,2
1044,1,1,0
1045,1,0,3
1046,0,3,3
1047,0,3,2
1048,0,2,2
1049,1,0,1
1050,1,0,1
1051,0,2,2
1052,0,3,2
1053,0,3,3
1054,1,1,1
1055,0,3,1
1056,1,1,0
1057,1,1,2
1058,0,3,2
1059,1,0,2
1060,1,2,1
1061,1,1,1
1062,0,2,2
1063,0,3,2
1064,1,1,1
1065,1,1,1
1066,1,0,3
1067,1,1,0
1068,1,1,2
1069,1,1,2
1070,1,0,0
1071,1,0,3
1072,1,1,0
1073,1,0,2
1074,0,3,3
1075,1,1,1
1076,1,1,1
1077,0,3,3
1078,1,1,1
1079,0,3,3
1080,0,3,1
1081,1,1,3
1082,0,3,2
1083,0,3,2
1084,1,1,2
1085,0,2,1
1086,0,2,2
1087,0,2,1
1088,1,1,1
1089,1,0,0
1090,1,0,0
1091,1,1,0
1092,0,2,1
1093,1,0,3
1094,0,2,2
1095,1,1,3
1096,0,2,2
1097,0,3,3
1098,1,1,3
1099,1,1,0
1100,0,3,2
1101,0,2,2
1102,0,3,3
1103,0,3,3
1104,0,2,2
1105,0,3,2
1106,1,1,2
1107,1,1,1
1108,1,1,1
1109,1,1,2
1110,1,0,0
1111,1,0,0
1112,1,0,0
1113,1,1,3
1114,1,1,1
1115,0,2,3
1116,0,2,2
1117,1,1,0
1118,1,1,2
1119,1,1,2
1120,0,3,2
1121,1,1,3
1122,1,1,1
1123,1,0,2
1124,1,0,0
1125,1,0,1
1126,1,1,3
1127,1,1,2
1128,0,3,2
1129,1,1,1
1130,1,1,2
1131,1,0,1
1132,1,1,1
1133,1,1,1
1134,1,0,0
1135,0,3,3
1136,0,3,2
1137,1,1,1
1138,0,3,3
1139,0,3,3
1140,0,2,2
1141,0,3,3
1142,0,3,3
1143,1,1,2
1144,1,2,3
1145,1,0,2
1146,0,3,3
1147,1,0,0
1148,1,0,3
1149,1,0,3
1150,0,3,1
1151,0,2,2
1152,1,1,1
1153,1,1,1
1154,1,0,3
1155,1,1,3
1156,1,1,2
1157,0,3,2
1158,1,0,3
1159,0,2,3
1160,1,1,2
1161,0,3,2
1162,1,1,1
1163,0,2,3
1164,1,1,0
1165,0,3,3
1166,1,0,2
1167,0,3,3
1168,0,3,3
1169,1,1,1
1170,1,0,1
1171,1,1,0
1172,1,0,0
1173,1,0,0
1174,0,2,1
1175,1,0,0
1176,0,2,2
1177,1,0,2
1178,1,1,1
1179,1,0,0
1180,0,3,3
1181,0,3,2
1182,0,3,3
1183,1,0,2
1184,1,0,3
1185,1,1,1
1186,0,3,2
1187,0,3,1
1188,0,3,2
1189,1,0,1
1190,1,0,2
1191,0,2,3
1192,1,1,2
1193,0,2,3
1194,1,0,2
1195,0,3,2
1196,0,2,3
1197,1,1,1
1198,1,1,1
1199,1,0,2
1200,1,0,2
1201,0,3,3
1202,0,3,3
1203,1,0,1
1204,0,2,3
1205,0,3,3
1206,0,2,3
1207,1,0,2
1208,0,3,2
1209,0,2,3
1210,1,0,0
1211,0,3,2
1212,1,1,2
1213,0,2,2
1214,1,1,1
1215,1,1,3
1216,0,3,3
1217,0,3,2
1218,1,1,0
1219,1,1,2
1220,0,3,3
1221,1,1,3
1222,1,1,0
1223,1,0,2
1224,1,0,2
1225,1,1,1
1226,1,0,1
1227,1,1,3
1228,1,1,2
1229,1,1,1
1230,1,1,1
1231,1,1,2
1232,0,3,3
1233,1,0,0
1234,1,0,0
1235,0,3,2
1236,1,1,2
1237,0,3,3
1238,0,2,3
1239,0,3,2
1240,1,1,1
1241,1,1,2
1242,0,2,2
1243,1,1,1
1244,0,2,2
1245,1,0,0
1246,1,0,1
1247,0,2,1
1248,1,1,2
1249,1,0,3
1250,1,0,1
1251,1,1,0
1252,1,0,0
1253,1,0,2
1254,1,0,1
1255,1,1,1
1256,0,3,3
1257,1,0,1
1258,0,3,3
1259,0,3,2
1260,1,0,2
1261,1,1,2
1262,0,3,2
1263,0,2,1
1264,1,0,3
1265,1,0,1
1266,1,0,0
1267,1,0,3
1268,1,1,0
1269,0,3,3
1270,1,0,3
1271,1,0,0
1272,0,3,2
1273,0,3,3
1274,1,1,0
1275,1,1,1
1276,0,3,2
1277,0,2,3
1278,1,1,1
1279,1,1,0
1280,1,1,3
1281,1,1,2
1282,0,2,2
1283,0,2,3
1284,0,3,3
1285,1,0,3
1286,0,2,2
1287,1,1,3
1288,1,1,0
1289,0,3,3
1290,0,3,2
1291,1,1,3
1292,0,3,3
1293,0,3,3
1294,0,2,3
1295,0,3,3
1296,0,2,3
1297,0,3,2
1298,0,2,1
1299,0,2,1
1300,0,2,1
1301,1,1,3
1302,0,3,3
1303,1,1,2
1304,1,0,0
1305,0,3,3
1306,1,0,1
1307,1,0,3
1308,1,1,0
1309,1,0,0
1310,1,0,2
1311,1,0,1
1312,1,0,0
1313,1,1,0
1314,1,0,1
1315,0,3,1
1316,1,1,0
1317,0,2,2
1318,1,0,1
1319,0,3,2
1320,1,0,0
1321,1,1,0
1322,1,1,1
1323,1,1,0
1324,0,3,3
1325,1,1,1
1326,1,0,0
1327,0,3,3
1328,1,1,1
1329,0,3,2
1330,1,1,1
1331,1,1,0
1332,0,3,3
1333,0,2,2
1334,1,0,1
1335,1,1,0
1336,1,1,0
1337,1,1,2
1338,1,1,3
1339,1,0,0
1340,0,3,3
1341,1,1,2
1342,0,3,3
1343,0,2,1
1344,1,1,1
1345,0,2,3
1346,1,1,0
1347,1,1,0
1348,1,1,0
1349,0,2,1
1350,1,1,2
1351,0,3,2
1352,1,0,2
1353,1,0,3
1354,1,1,3
1355,1,0,0
1356,0,3,3
1357,1,0,0
1358,1,1,0
1359,0,3,3
1360,0,3,3
1361,0,3,3
1362,1,0,2
1363,0,3,2
1364,1,1,2
1365,0,2,2
1366,1,1,0
1367,0,3,3
1368,1,1,1
1369,0,3,3
1370,0,2,3
1371,1,0,0
1372,0,3,3
1373,0,3,3
1374,0,3,3
1375,0,2,2
1376,1,0,1
1377,1,0,0
1378,1,0,0
1379,1,0,2
1380,1,1,1
1381,0,2,2
1382,0,2,2
1383,1,0,0
1384,1,0,1
1385,1,1,2
1386,1,0,0
1387,0,3,2
1388,1,1,0
1389,1,0,3
1390,1,0,2
1391,1,1,2
1392,1,1,2
1393,0,3,2
1394,1,1,0
1395,1,1,1
1396,0,2,1
1397,0,3,2
1398,0,2,2
1399,1,0,3
1400,0,3,2
1401,1,1,0
1402,1,1,2
1403,1,0,2
1404,1,1,1
1405,1,1,2
1406,0,2,2
1407,1,0,1
1408,0,2,2
1409,1,0,2
1410,1,0,2
1411,0,3,3
1412,0,2,2
1413,1,1,2
1414,1,1,2
1415,1,0,3
1416,1,1,0
1417,0,3,3
1418,1,0,0
1419,1,1,2
1420,1,1,1
1421,1,1,1
1422,0,3,3
1423,1,1,3
1424,0,3,2
1425,0,2,3
1426,1,0,2
1427,1,0,0
1428,0,3,2
1429,0,2,3
1430,1,2,1
1431,0,3,2
1432,0,2,2
1433,1,0,3
1434,1,0,3
1435,0,3,3
1436,1,1,1
1437,0,3,2
1438,0,3,3
1439,1,1,1
1440,0,3,2
1441,0,2,2
1442,1,1,0
1443,1,0,2
1444,1,0,0
1445,0,3,3
1446,0,3,3
1447,1,1,1
1448,1,1,2
1449,1,1,1
1450,0,3,2
1451,0,3,3
1452,1,0,2
1453,0,2,3
1454,0,2,3
1455,1,1,3
1456,0,2,2
1457,1,1,0
1458,1,0,1
1459,0,3,2
1460,1,1,2
1461,1,0,1
1462,0,3,3
1463,0,3,1
1464,1,1,3
1465,0,2,3
1466,1,0,0
1467,1,0,0
1468,0,2,2
1469,0,2,3
1470,1,0,0
1471,1,1,2
1472,0,3,3
1473,1,1,2
1474,1,0,2
1475,1,0,1
1476,1,0,0
1477,1,0,1
1478,0,2,2
1479,1,1,2
1480,0,3,3
1481,0,2,1
1482,0,3,3
1483,1,1,2
1484,0,3,2
1485,1,1,1
1486,1,0,0
1487,0,2,2
1488,1,1,3
1489,0,2,3
1490,0,3,3
1491,0,3,2
1492,0,2,2
1493,0,2,1
1494,0,2,2
1495,1,0,1
1496,1,1,1
1497,1,0,1
1498,1,0,0
1499,0,3,3
1500,0,3,3
1501,1,1,0
1502,0,2,1
1503,1,1,0
1504,1,0,1
1505,0,3,3
1506,0,2,2
1507,0,3,3
1508,0,2,3
1509,1,0,0
1510,1,0,0
1511,1,1,0
1512,1,1,2
1513,1,0,1
1514,0,3,3
1515,1,0,0
1516,0,3,2
1517,0,2,2
1518,0,3,3
1519,1,1,3
1520,1,0,3
1521,0,3,3
1522,1,1,1
1523,1,0,1
1524,1,0,0
1525,0,2,3
1526,0,2,2
1527,1,1,2
1528,1,1,0
1529,1,0,0
1530,1,1,0
1531,1,1,1
1532,1,1,2
1533,1,1,0
1534,1,1,1
1535,1,1,2
1536,0,3,3
1537,0,3,1
1538,1,2,2
1539,1,0,2
1540,0,2,2
1541,1,1,2
1542,1,1,0
1543,0,3,3
1544,1,2,2
1545,0,2,3
1546,1,1,2
1547,1,0,1
1548,1,1,2
1549,1,1,2
1550,1,0,3
1551,0,3,2
1552,0,2,3
1553,1,0,2
1554,0,2,1
1555,1,1,3
1556,1,1,2
1557,1,0,0
1558,1,1,1
1559,0,3,3
1560,0,2,1
1561,1,1,2
1562,1,1,3
1563,0,3,2
1564,1,1,1
1565,1,1,3
1566,0,2,3
1567,1,0,1
1568,1,0,1
1569,1,1,2
1570,1,1,1
1571,0,3,3
1572,1,1,1
1573,0,2,3
1574,0,3,3
1575,0,2,3
1576,1,0,1
1577,1,0,2
1578,0,3,2
1579,1,1,3
1580,1,0,3
1581,1,0,1
1582,1,1,2
1583,1,2,2
1584,1,0,1
1585,1,0,1
1586,1,1,1
1587,0,2,2
1588,1,1,3
1589,1,0,3
1590,1,1,2
1591,1,1,1
1592,0,3,3
1593,0,3,2
1594,1,1,0
1595,1,1,3
1596,0,3,3
1597,1,0,3
1598,1,1,0
1599,0,2,2
1600,1,0,0
1601,0,3,2
1602,0,2,2
1603,1,1,2
1604,0,3,2
1605,0,3,2
1606,0,3,2
1607,1,1,2
1608,1,1,1
1609,1,0,2
1610,1,1,2
1611,0,3,2
1612,0,2,3
1613,1,0,1
1614,0,2,2
1615,0,2,3
1616,1,0,0
1617,1,1,0
1618,1,1,1
1619,0,2,3
1620,0,3,2
1621,1,0,0
1622,1,1,0
1623,1,0,1
1624,1,1,1
1625,0,3,2
1626,1,1,0
1627,0,3,3
1628,1,1,2
1629,1,0,1
1630,0,2,2
1631,0,2,2
1632,1,0,0
1633,0,3,3
1634,0,3,3
1635,1,0,0
1636,1,0,0
1637,1,1,1
1638,1,0,0
1639,1,1,2
1640,1,1,3
1641,1,0,2
1642,0,3,3
1643,0,2,2
1644,1,0,0
1645,0,2,2
1646,1,0,1
1647,1,0,3
1648,1,0,0
1649,1,0,1
1650,0,2,2
1651,0,3,2
1652,0,3,2
1653,1,1,2
1654,1,1,2
1655,1,1,1
1656,0,3,3
1657,1,0,0
1658,1,0,0
1659,1,1,1
1660,0,3,1
1661,1,1,3
1662,1,0,1
1663,1,1,2
1664,1,1,1
